Economy,Year,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",Carbon dioxide (CO2) net fluxes from LULUCF - Total excluding non-tropical fires (Mt CO2e),Total greenhouse gas emissions per capita excluding LULUCF (t CO2e/capita),Electricity production from coal sources (% of total),"Energy imports, net (% of energy use)",Energy intensity level of primary energy (MJ/$2021 PPP GDP),Energy use (kg of oil equivalent per capita),Fossil fuel energy consumption (% of total),Renewable electricity output (% of total electricity output),Renewable energy consumption (% of total final energy consumption),Cooling Degree Days,Heating Degree Days,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,Standardised Precipitation-Evapotranspiration Index,"Agriculture, forestry, and fishing, value added (% of GDP)",Food production index (2014-2016 = 100),"Adjusted savings, natural resources depletion (% of GNI)","Adjusted savings, net forest depletion (% of GNI)","Annual freshwater withdrawals, total (% of internal resources)",Forest area (% of land area),Terrestrial and marine protected areas (% of total territorial area),Tree Cover Loss,Score
Armenia,2018,23.670639468255786,55.866196670583776,98.84222930034628,100.0,3.638606189324548,64.09144602342997,86.90044049981171,60.454083907397234,26.92244621704531,10.25,78.98459698925888,48.46338870261293,17.12003802895441,99.18921088544592,89.26134323590912,23.228027541514763,75.32635422618759,18.76709809300021,19.92954177418649,15.13822378647335,40.59040590405905,88.54718875948146,51.60879926654843
Armenia,2019,27.68059925405788,55.866196670583776,97.97261486371752,100.0,3.4674166562492204,63.97994848186356,84.40920653798622,60.454083907397234,28.172899260820568,9.25,80.81777694183398,42.11936003025022,12.478860106468886,34.84386288833588,83.01610499473165,18.75253138922639,62.67995177089187,23.685840646448227,18.74125741453682,15.128124995735307,42.80442804428045,100.0,47.52507956695834
Armenia,2020,33.10378596878712,55.866196670583776,96.71347490724968,100.0,3.470185903683237,58.79864306904422,82.6117298591177,60.454083907397234,20.03544969621261,6.875,84.56407397206902,40.69519509180687,13.5546711927623,94.85028498033232,82.5157441015092,26.8732280275415,64.40329608938418,17.017815979355817,19.0111189986052,15.27019041679347,42.80442804428045,80.01814167232318,49.71290788864565
Austria,2012,74.41111203717209,78.95614509538402,63.318736846438426,90.33136775168276,4.550166801199893,69.63161013435207,47.30064984953472,17.229519899593576,75.00211507468565,39.375,86.36433863784453,40.50216314817126,86.1729098549232,77.0530625351208,24.785390901868144,48.48116646415551,92.60104127211412,85.9574158178521,58.79543107296583,63.38082949283601,42.2509225092251,27.994189980510622,60.4420990664726
Austria,2013,74.56738482695394,72.9442037759088,63.3084455513304,89.8972861443406,4.908414106222658,69.13563450237457,47.09941102363311,17.830128626395854,78.45715485375696,39.625,85.46823674823835,39.24675527774309,86.33654405782352,93.4414385486072,22.675345698323444,49.0481976508708,93.40014938558022,86.41742919414956,59.01721041788617,63.44033047610339,42.2509225092251,31.08713821333853,61.27023988265465
Austria,2014,79.01022024045173,79.69280016725509,65.91728886121673,91.61252860992413,4.291903374205852,70.76575090574204,48.49469057196524,18.550962185231285,81.77024962059217,41.0,92.50404723679526,49.065125523281125,86.50033062031686,68.66821867223247,22.64113875703295,60.79384366140136,93.96554342502652,86.48319591254268,59.24119885947368,63.49983145937079,50.18450184501846,28.999960981771025,62.45883081847698
Austria,2015,77.3279436584502,71.0215169537941,65.60134610140011,91.26312110313104,5.011072894158815,70.25853130555979,48.12737477942099,18.095319091909506,77.16168466482073,39.875,79.58916348149691,46.20430809018583,86.66396482321717,51.581440154130206,20.52576645373734,51.33657351154312,95.81184343664046,86.35167511590996,59.46744084955451,63.55933244263819,50.369003690036905,30.78685984263701,59.65647073245791
Austria,2016,80.15543933490301,77.71171765193394,65.86994890371977,93.4488629316857,4.739481646330233,70.63846608587471,48.11397737861955,60.454083907397234,78.31124081248115,39.625,89.75461317820606,43.55624593716775,86.8277513857105,47.07393433410933,20.61977160871256,57.9181855002025,96.88921678918412,88.2967528306484,59.69598219530363,63.61896989605069,48.892988929889306,24.445040586232608,62.81109977303569
Austria,2017,81.08942970849917,71.76276164333895,64.94527603826302,93.8128149910365,4.493655096828334,70.76575090574204,47.77021890024017,60.454083907397234,76.00889062504896,38.875,84.61646973472966,41.68638027759721,86.99153794820384,85.9877980252067,21.44350764281431,53.6046982584042,96.45533022859264,88.82614321562619,59.9268701149111,63.67833440917298,50.369003690036905,23.89987129654249,64.19408503731434
Austria,2018,79.96843289646407,39.94302483927814,66.9706029155239,94.05342022482044,4.417332376342202,72.71468278741906,48.763559592868376,60.454083907397234,77.20085271455476,39.0,84.26447768813773,48.61557349977183,87.15517215110415,49.40194268282893,19.95139717023822,57.71567436208991,95.44801372973444,84.94101059387151,60.1601532961358,63.73769892229527,50.369003690036905,20.962702361096817,61.12612975681749
Austria,2019,82.889692246786,28.677965219328392,66.40458168458208,94.8162763690483,3.4314950119605285,72.58238016346702,48.36703612500526,60.454083907397234,77.18173870628455,38.875,82.31777358313126,47.21778414733916,87.3189587135975,88.99012603355541,18.851918446616263,56.60186310247062,96.48178110000954,88.79303230652438,60.39588195792834,63.65540742479472,50.369003690036905,18.951708540108484,62.80633219557013
Austria,2020,84.27296689100494,60.42144992027086,70.15936070474788,96.33894444882912,5.3514069166824,72.18754583012708,50.20943260998712,60.454083907397234,80.15798824540717,41.125,90.34372963786468,45.78393259987418,87.3189587135975,85.91956329774423,19.312909923853923,60.40907249898743,98.04625608633818,92.28729342426765,60.39588195792834,63.70208021442189,51.66051660516606,21.08644127529743,65.4879652739631
Belgium,2012,73.12160106682225,56.43407125649416,55.25087604649606,92.58069971700134,2.1382131327069587,57.21608070337919,40.778056749406005,14.418217476799056,10.428519353716736,6.0,91.7416217160284,63.499923557483015,1.3360412711665504,78.63048888175322,15.20790210592505,39.22640745240986,97.73283281217064,94.9400386161063,17.515131024199363,30.400362464705413,42.80442804428045,33.59778700176827,45.11392166545635
Belgium,2013,75.32296376554915,59.326877938262456,54.988962585996624,93.0332720733316,2.0401142066114346,55.681756394774325,39.66799604646411,14.85143921880919,11.890584314188338,6.75,88.07055962704965,59.18518112208278,10.152024401912414,90.87661555751784,13.638343599011192,48.23815309842038,97.9324578376097,95.2098215521386,19.559447819866705,30.39517659919128,42.80442804428045,37.9446892300258,46.5662749070626
Belgium,2014,79.15008438730649,59.59421171636595,58.33775001415052,93.37760589899992,1.8035885788523487,58.698261940194215,41.56057686388482,13.57535506915827,14.840095131359195,7.75,92.91515245151712,73.3994045653105,15.261860432518404,82.27101228225094,12.660017703436196,60.32806804374238,97.6830573874423,95.6148952665879,20.835426993775272,30.39012720382226,42.619926199262,35.92984928197701,48.140812532188846
Belgium,2015,78.00773029400122,58.9200794832399,56.526482075136734,93.35201199643714,1.2760952628771562,59.60898039586118,41.82010050251768,11.297204031719758,18.873673117035175,8.125,86.89702889156092,67.73787335750706,25.78107145360194,60.89347354900858,13.356370535199892,59.35601458080191,98.9108676693964,96.25724447377245,23.71489330777439,30.384941338308128,42.619926199262,37.68855708414107,47.333032733856
Belgium,2016,80.46928718771488,58.460775377459214,57.31428071565665,96.52430293258767,2.1472019417787465,57.80372690279857,40.264023932394025,60.454083907397234,14.322763530472225,7.875,88.60123465912525,65.51147046226131,22.05542232555588,93.94316448583125,11.755582230512651,50.344268934791415,99.08290015676668,96.35877837213675,22.65241380885428,30.384941338308128,43.3579335793358,35.41845506303075,51.17715994229785
Belgium,2017,79.49180088762945,57.67392328680637,58.44941056607268,96.843493849571,2.078063162172363,58.698261940194215,40.51864209803455,60.454083907397234,15.982444357868548,8.5,87.34440809581707,68.39166111339985,18.32992555710285,77.5868989323272,12.927107606399192,61.96840826245443,98.81813594335902,96.76521556639256,21.6378777985082,30.384941338308128,43.542435424354245,36.129189047527305,50.58633028806653
Belgium,2018,80.21221844852374,57.42304926233447,58.42676971683501,96.47807606011747,0.8779372630396409,60.95424966157033,41.82969193994506,60.454083907397234,20.897042342228485,9.75,77.71903779884057,70.60324232978118,22.39320354327469,34.936180460785096,11.57316475852338,54.47549615228834,98.44441316089711,96.39262970230116,22.74664657048716,30.22226892533855,43.3579335793358,35.20594780451516,48.25513540475001
Belgium,2019,83.54134978017629,55.638225307454334,58.86569345319261,96.97191435626262,1.6848442426493904,60.64059681240836,41.07684328029035,60.454083907397234,18.27058959926385,9.125,84.60505014543183,69.43092922589989,21.9438951034674,59.677289877177486,12.707419037253562,59.23450789793438,98.6332139209544,97.172136182938,22.621340350336908,30.22117716417768,46.12546125461255,33.68241460455589,50.09958869288192
Belgium,2020,83.53692205113246,55.73693057007922,62.99404648577999,97.6341988657504,1.865327913675124,61.90710686794331,43.68747753552367,60.454083907397234,24.181831665122576,11.75,83.27097341922656,73.70960946626784,21.052591484317617,49.50228787027373,12.583629948881274,60.53057918185499,99.12017844627988,97.40973024737023,22.37478083338628,30.22117716417768,30.442804428044287,33.93384117447536,49.65744935388496
Bosnia and Herzegovina,2012,20.276134019544514,76.66106221667779,73.02239900380262,21.639700991059044,10.418010701513808,36.19157312988318,70.65599747677496,1.2131368501351716,26.830740756601383,15.5,52.8794158544204,63.05714048967559,96.11010723068156,48.43060126836317,63.1079846973167,40.11745646010528,88.79554637147636,100.0,85.13448329306993,56.0346415816344,0.9225092250922508,40.47666427715296,48.548135786207624
Bosnia and Herzegovina,2013,24.86742858333507,74.53829421832923,72.67764061768352,34.51918415207513,11.392192637924754,38.75686181325205,71.2309774292356,0.8547173750009662,38.88165295436766,20.75,71.74927955826342,66.4970537536777,96.12930453940172,73.7256161194509,66.43648778902761,66.78817334953419,91.18779028018432,99.96578986367555,85.18892932417668,56.34292763943496,0.9225092250922508,40.01766677340015,54.12012221651323
Bosnia and Herzegovina,2014,28.14941762340341,74.95608583889774,74.32630609399038,29.19035324095475,11.838471657672669,42.39419091907602,73.08945966179382,3.167144731111293,33.97760423140276,25.875,83.50272390791781,72.54371519969001,96.36607134695022,21.638436220598862,62.17022759394795,34.10287565816117,92.6538988606548,87.63616473580335,85.86421621623217,56.65121369723553,0.0,42.99491074265523,50.80930556312711
Bosnia and Herzegovina,2015,24.70177942616631,74.95608583889774,73.85445021328708,27.90276571995534,10.311630783434008,42.97786261040568,71.79121458509553,5.4795720872216265,32.72443553617928,27.875,60.091894106820185,65.45533481238905,96.30436571177832,60.38371999678894,62.60802342057902,54.98177399756986,90.58417970279024,57.06870979348282,85.68600029948016,56.95963622518119,0.7380073800738005,52.21171882484621,50.45250417510802
Bosnia and Herzegovina,2016,33.611412080928474,74.95608583889774,68.27399544095627,23.71540031344074,10.877680853427268,40.47281251427128,68.63477900845075,60.454083907397234,28.86800158343369,25.125,75.78173806149113,65.857154027587,96.29324346148807,96.97760295416232,63.24608538374205,80.96395301741595,91.4171277691496,71.365519329901,85.65402967097738,57.386378368936114,0.5535055350553502,40.91098021290994,56.58434252357743
Bosnia and Herzegovina,2017,32.26460108765862,74.95608583889774,66.77558287322668,15.366601648382613,10.218347766779852,41.96083570836089,68.29777581441112,60.454083907397234,21.068859520395065,19.5,62.54777754640048,62.93950070782269,96.48247407601524,41.62719755960504,59.41721165055272,45.76751721344672,92.73533327429944,95.0411822881002,86.20381043196971,57.6901609119481,0.5535055350553502,45.36837341759588,51.52607528614698
Bosnia and Herzegovina,2018,28.104619423665937,74.95608583889774,65.57407416936383,26.813502756700075,13.118685898900653,39.09540457829768,64.78434587623593,60.454083907397234,31.81552788608469,40.625,74.08559318048998,69.5373652190049,97.38185275359491,70.39014208878541,60.96698550887094,86.97853381936005,94.36873683413154,100.0,89.0171128109814,57.6901609119481,0.5535055350553502,39.70745719668366,57.53560231579812
Bosnia and Herzegovina,2019,43.16723272143854,74.95608583889774,67.58550779822886,29.33963221449268,12.090200163205164,41.81720902195235,65.45491476228284,60.454083907397234,34.154121575537424,42.375,66.05896538520962,69.34806787161858,97.44751973818528,97.09400337159828,59.52164318674743,67.59821790198461,97.43046089964474,100.0,89.23720597515296,57.6901609119481,0.5535055350553502,46.05090191206012,59.411038622559204
Bosnia and Herzegovina,2020,43.46363011272477,74.95608583889774,67.04984588785575,20.84087808507998,12.737341022748971,41.246765304044544,65.52588686148485,60.454083907397234,26.402712309107983,43.5,74.04394526658024,68.44067768917188,97.49033278382308,58.68989323272055,61.982832216343006,87.18104495747266,97.8280037306476,100.0,89.38149125523935,57.6901609119481,4.612546125461255,42.75747256726304,57.29091251290441
Bulgaria,2012,52.62017377534224,77.19231479962023,70.6039446534149,45.463790829039496,9.427170320224556,45.691513985868895,61.02287447956323,13.56633498529726,8.900652069691972,15.875,31.325948665587404,68.12522101223897,36.18220379009723,63.956008669824186,53.42858697826374,23.997569866342644,73.51681662206428,100.0,28.09757725659404,46.83327851782504,62.54612546125461,28.916219271329027,44.81156093524337
Bulgaria,2013,56.777811347488175,75.77948834040217,73.5807017634134,50.09888040769846,9.0430769743825,48.72406706710785,62.792938210029405,15.027008708246669,13.84512221998239,19.125,52.52339336454688,72.96350715933772,38.9592620920191,62.884322067913615,53.98034613468467,62.130417172944505,80.59329235560405,100.0,29.053612256251128,47.07455773437724,62.54612546125461,37.06053760803556,48.834717758888296
Bulgaria,2014,55.470068551663786,77.51991246248087,70.54888622458692,49.418668891569794,9.81392746601216,47.105242069528686,60.9414087205202,14.11913726763619,13.043273905827476,17.75,62.493366562099055,72.942733467701,39.99530732453508,11.419282331219392,54.25717348734656,58.18144997974886,86.9706666443546,100.0,29.420958040647378,47.31597342107454,56.088560885608864,32.19350347284603,45.948642202223375
Bulgaria,2015,58.5916175275561,76.96557073743193,68.37021905021636,48.41610950131352,9.478630303023763,46.78763142961519,59.29515760995176,37.2566832378493,15.188534101793064,18.75,50.39867801460365,72.23421053552943,37.14161214732562,83.50726499157099,50.943686459792985,51.559335763466976,90.08439636939048,100.0,28.42329544337636,47.55738910777183,58.48708487084871,31.48437458575057,50.14748078063836
Bulgaria,2016,60.71302064884463,79.18023833470137,69.56452384750358,51.78198955949173,8.982366637036066,49.13704001014432,59.65663203374561,60.454083907397234,13.398606453014532,18.5,47.96160331033742,71.12666933534689,36.4704681400855,89.3192582483744,50.89399997258053,60.307816929931136,91.85514372078389,100.0,28.194950392016267,47.65796760471695,50.18450184501846,31.370963166038635,51.67792481786949
Bulgaria,2017,60.57081241014315,79.14813197506015,67.25618635477181,48.30257179258792,8.778859663128166,48.806391074723535,58.21268227079497,60.454083907397234,11.12080157674901,17.75,47.679472280626335,68.58632694289452,36.81952396768757,88.00272938909849,50.81196978214017,69.27906034831915,87.20223212351148,100.0,28.3134197190803,47.82132236841208,50.18450184501846,31.0526468621797,50.97549184148614
Bulgaria,2018,61.39853728668764,79.22317129311759,69.06282321098698,55.08303924774221,9.42313011428486,49.973290459641234,57.85485313504529,60.454083907397234,17.09314580019281,20.875,54.5722020326869,72.92464401711845,39.44361323822032,98.92028578309385,46.01918133343794,67.2539489671932,88.13625345798995,100.0,29.22458989596055,47.9848136022523,50.18450184501846,29.10193477064729,53.22429590200277
Bulgaria,2019,67.07123955576856,78.91931229737725,69.6334755247274,56.1392669094517,8.983728327800492,52.12678900922664,57.7789293098736,60.454083907397234,14.28411772140132,20.5,50.60557410305844,76.66589251598582,39.47728470827708,35.072649915710045,44.353101334925846,71.04090724989874,89.54788171703383,100.0,29.23657697139822,48.14816836594743,58.48708487084871,36.15359087188395,50.490247804010025
Bulgaria,2020,68.08857541724835,78.96661519720016,73.27402116919403,62.562885458829896,9.072357543761685,52.48006147260131,58.982131116033855,60.454083907397234,15.97314847406501,22.75,49.29500829599576,73.80099036824285,44.57889332086017,59.544834229750336,46.270646054107885,37.20129607128391,87.71275265490081,100.0,31.122152959934155,48.31165959978765,59.04059040590407,34.92009427379996,52.259726376678806
Croatia,2012,58.26396557831351,73.24448685825641,83.18196553445267,76.53828374279819,6.792953858849415,64.20319106251696,67.47079572037543,13.827144267221271,48.23278982006721,33.125,34.09486320003762,74.53670582935462,98.32724402826577,46.0303443846833,45.03558311064229,34.52814904819763,65.05407471142132,19.766852650127348,80.60402312981074,46.21233935758044,12.730627306273064,34.570190870066114,51.52770467619839
Croatia,2013,59.97124580668015,74.80579165432249,83.48144222209643,80.57467894873326,7.206706468331156,64.8789209322777,67.92880969826544,14.43264961097666,65.28551419293451,37.375,52.700732868936704,75.31723644545798,98.4079946125648,76.58746086537688,46.28420954610405,49.37221547185095,69.44904533204524,23.98706155263254,81.13045340548443,46.22202873788316,12.730627306273064,38.768823456996685,56.94122972236934
Croatia,2014,61.10448398724815,74.56886711913617,84.02790999233298,80.30182765268961,7.813487871970132,66.60902657873002,69.19846709494664,14.790038219383902,73.03744570002706,38.375,66.80862783558479,83.49938670927219,98.57391420936035,28.176928634502687,42.062459060960414,45.03847711624138,74.99702251724356,35.01152343214751,82.25366515077249,46.23185458833098,41.69741697416975,35.33311643316151,57.984664894922986
Croatia,2015,60.21112453899527,74.0892133628903,82.8773431992549,77.15964055787943,6.967967552546554,65.90983312456032,67.50028867341888,41.8023544996044,65.85841220037749,37.75,39.28808936836237,76.85740727989514,98.43526697971484,69.23817933691899,42.28643367051758,49.77723774807615,78.62136416384524,35.15301748603896,81.31153669966292,46.2415439686337,41.69741697416975,39.720288865607074,59.19532273045353
Croatia,2016,65.40485070739483,74.0892133628903,81.86056324258125,77.16888593237347,7.0243356666251415,66.96229904210469,66.91852008956141,60.454083907397234,65.36677484011604,36.125,53.45241054095266,76.13079489714104,98.38194112215888,93.91105402584893,43.13356358700403,75.23288780882947,83.37123558609412,40.19998727604892,80.9591790389398,46.2932661536299,41.32841328413284,33.98798048391366,63.11708281225931
Croatia,2017,63.88483737211678,72.80668018145775,80.47072383824141,87.1378801032776,6.1931481739049445,66.96229904210469,65.4228964956811,60.454083907397234,59.3274793636602,33.625,41.78830768404012,75.06398413730241,98.24862647826896,53.52813679055952,41.62295500661177,43.37788578371811,80.06604538554863,30.458495433570263,80.1025136683707,46.47586320778535,41.512915129151295,33.29570161829017,58.88851567568301
Croatia,2018,60.65519971662535,73.70737428657566,81.40928995209401,87.98980753836267,6.214748370233778,69.13563450237457,65.88555003385036,60.454083907397234,71.15184356176489,37.375,42.32301315939732,79.60373599672289,98.27315637274472,69.10973749698964,42.171039739640825,60.814094775212624,77.73951450747555,38.137991271899445,80.25763190791847,46.53686536264894,41.512915129151295,30.439096879816148,61.6404883470499
Croatia,2019,71.29867897401705,74.11874026457394,80.68838472977632,85.51768459743158,5.64338177178503,70.00682518398052,65.23558287759354,60.454083907397234,64.75376874974542,35.875,43.04849295008296,80.45207287597756,98.26203412245444,91.18567873484788,41.31863179594252,55.36654515998379,81.93760113086356,43.37445387162204,80.18721135087874,46.597867517512526,41.512915129151295,33.1141622481687,62.86001157013427
Croatia,2020,70.76214239576606,74.09368146807475,81.14120171452976,89.76548318356578,6.207071538920523,68.15810632298239,66.21596894730979,60.454083907397234,63.43699114175389,36.875,53.54443899588223,79.38211105055359,98.30941795588276,74.38388054908886,43.72844026052398,73.99756986634264,87.33662278493223,44.943674092716,80.48905760270709,46.66214495585873,42.066420664206646,33.013219362485,63.53548244467211
Czechia,2012,62.51250182318255,78.8319611844921,46.88714051219775,39.93967956884985,12.7252018036577,48.97144407319768,45.6882114603238,11.385471995216768,6.067600920396946,12.375,81.73738975058274,51.322688955981945,57.89801658281811,65.74215300634181,35.0569393492041,28.00729040097204,91.9913518534259,94.73784093408148,42.309900037360606,46.40831048595653,38.37638376383764,26.136621359679424,45.58991963406609
Czechia,2013,63.43633446544288,78.01962145248658,49.10800199651125,43.29563776171738,11.992022773530245,48.97144407319768,45.67740849599954,12.190127904789144,7.832878809876198,13.75,82.90487482114908,48.90547153362361,62.302427697755135,91.20574777233684,36.30534935157328,42.52733900364521,95.07410556419764,93.66146692881944,44.58946656041633,46.45334563384241,38.37638376383764,31.083221752133227,48.39776068295078
Czechia,2014,64.92587460671348,77.8826427447941,50.08927698506217,43.02763464985962,11.230933516664098,51.16788155112614,46.63902470521907,12.793249369238415,7.953411954924365,14.875,86.9568138002378,61.0874910865691,62.30943623903392,92.6988841615156,36.779079612403294,59.639530174159546,95.62524909443644,93.0239684956932,44.5932839576333,46.4922396251984,38.19188191881919,26.17411676205657,49.7123077026875
Czechia,2015,66.35551017856771,77.95263210506646,49.42806127437108,41.08430203059993,10.727370342830262,53.28410709200122,46.65416727022955,11.907026129894357,8.876942343586311,14.875,70.94587786413376,57.91926969970345,63.38905631515277,23.842016536886888,35.35473228056548,50.74929121101658,96.27058547281403,90.35271957037206,45.1892058368083,46.53727477308427,38.00738007380074,30.6780616344101,44.71533320456341
Czechia,2016,68.4909778509366,76.80303220079472,48.98862297325806,39.583958147768136,10.526259045750011,54.746020913809375,47.076717820880845,60.454083907397234,8.831298509629598,14.875,85.79806135678156,54.2927433293692,62.66153925849633,92.86345026892508,34.130241083205334,59.659781287970816,95.92066649511833,85.85892194412517,44.78598929335636,46.563067630509806,38.74538745387454,22.13911984293138,51.35151407637252
Czechia,2017,68.62016335715626,74.6898837086779,48.77713685878798,43.11163225959207,9.442424272646797,55.11823051656934,45.838141322155,60.454083907397234,8.512836153258835,14.5,82.4158477029832,53.23643612148175,62.77276176139879,77.25375291001043,33.647945206670194,46.43580396921829,94.45739353852322,77.46076692733132,44.847179469251,46.59500164446525,38.929889298893,20.90593851923481,49.60099220543789
Czechia,2018,67.569489300523,61.07674248847475,49.78053813182119,44.20010598356127,9.489111753071777,56.34727663727536,45.89893706961871,60.454083907397234,7.994251174780373,14.75,73.68254885233128,60.07669927046996,63.69956516572153,14.453720799550451,32.05198376493482,42.30457675172133,92.27705237411126,61.778439355638255,45.363563955666834,46.62707212856579,38.929889298893,17.704016982569684,44.60421398932276
Czechia,2019,75.6774425437043,30.65139253543977,52.76707197217233,48.89630523265646,8.619232965364176,58.19933695007437,46.50000457177546,60.454083907397234,9.050952932537996,16.25,76.06924301557767,59.89988947929224,65.64565424732838,37.63345909930159,31.12044326201796,42.34507897934384,90.41311929440688,42.18779753288332,46.48851985624152,46.66173554542341,38.929889298893,12.575047977067245,44.70582007751694
Czechia,2020,75.99675994415853,26.10305861965989,57.70123341171869,54.79496690832422,9.102736950274355,58.29872714906861,48.379329161136354,60.454083907397234,10.534011967667038,17.625,86.9762942760988,58.358668289659946,68.88938998266148,64.46174841454604,31.757415168847388,50.42527339003644,89.55169255261472,31.297090022972483,48.49839951213242,46.69803660402232,38.929889298893,10.006414000468496,47.31142541190919
Denmark,2012,84.59072156356136,46.14560514960873,65.84164784217269,61.29457792610465,54.99450725893884,76.85464071313099,54.61557887697967,14.508353886238702,46.03875234616618,30.0,98.16614830687796,52.64543626503029,70.52375133695543,86.18848840009632,27.597570734994772,54.13122721749693,61.17185496516595,97.85141461125156,45.27715701145148,19.903761253669344,30.442804428044287,35.528669248239524,54.52705143670674
Denmark,2013,85.6721292688517,49.42447796049091,64.58353701521568,53.61809838431443,18.143845725449925,76.99867834913067,54.58100057979354,14.453782378879602,43.563853843639066,30.125,96.96776317115275,53.20305816750364,58.966971487425766,62.1538091033154,22.344331572305023,51.21506682867556,68.16864635862973,96.96861537501609,38.43326878738195,20.16428276068186,30.442804428044287,42.02150288422576,49.952267009423
Denmark,2014,84.59332611005772,46.67242729616127,68.63779272302521,61.24012041536536,18.06645810460664,79.66441917453885,56.58536710750866,16.96097911721727,53.92176625970193,34.125,91.70669120758798,64.98360862364956,59.78270474843907,96.5079874769206,23.83117625166534,56.541109761036864,72.14999197584896,96.39262970230116,38.853681259008425,20.42480426769438,35.79335793357934,34.06796257877204,54.19358007999275
Denmark,2015,86.11386035463505,55.83884569742325,70.90445047056946,72.30378947605786,17.497914635949204,80.585318990639,56.93951512520454,19.082889416349023,63.904814327777046,37.0,98.1540569770332,59.64336939941856,67.09169914465325,65.03170907923256,16.409727795368557,59.19400567031184,82.71001420528135,96.25724447377245,43.01887695587457,20.68546224485201,35.79335793357934,39.98801660919975,55.65435895296153
Denmark,2016,88.69861229762674,47.21464240440209,69.67618439942574,67.26979581252183,17.184946463603747,80.8960676282233,56.47933078575463,60.454083907397234,58.45732197076916,36.375,95.71295182948538,58.5238074675586,63.99361918024445,65.25648229910892,16.787980643101886,54.31348724179827,88.00327278602128,97.172136182938,41.15849660935784,20.684779894126464,30.99630996309963,35.16089008631053,56.03575443383294
Denmark,2017,86.45792094680475,48.45582038992393,71.99995883481955,77.44816389117517,18.693981086525863,81.68143643438529,56.42055350359388,60.454083907397234,68.95007692604969,40.125,99.71652548919504,58.69023041291796,63.63085098927084,20.10114794894436,22.396061197701755,60.955852571891455,84.1675201576777,97.54557240441704,40.95030912081463,20.71685037822701,36.16236162361624,35.699005211921616,56.17337534553105
Denmark,2018,85.78256204029755,38.04204489669675,72.24128970510293,75.60810886992209,12.81445358021265,82.47925217281875,56.698843996459175,60.454083907397234,66.95657986678687,39.625,88.96128759228036,61.22823868271453,54.978044982646246,13.177330015252466,18.0180432881072,42.24382341028755,81.48204146828368,97.27394200664044,36.48368442999434,20.7496032130531,30.99630996309963,38.33278790587882,52.66206089290898
Denmark,2019,87.71487508595004,42.77374512741581,75.6122034177391,87.35232769215158,8.057685425772313,84.11384770385547,57.93292468403621,60.454083907397234,77.2075373950427,42.875,94.39701209804726,61.94516445644702,61.57932906929619,80.75379304808541,22.101922087430783,57.87768327257999,85.6887389285747,97.85141461125156,39.80829615456172,20.781673697153643,30.62730627306273,29.598561093560463,59.70091965858563
Denmark,2020,89.12706019627863,44.326059063200816,77.62826812940273,87.98653783274892,7.1973841891244845,84.78284252518307,59.30051471372451,60.454083907397234,80.8057755639416,45.75,93.89656539058356,64.57572068954651,61.51000545447343,55.888255599261456,23.59119907277364,62.02916160388821,94.89464636615214,98.19156026268278,39.7706252007321,20.81374418125419,30.99630996309963,38.250365429583695,59.727367127329536
Estonia,2012,91.9391890484029,64.27997663548635,14.002850688744914,2.900792621740152,13.778064329494368,43.8662583621044,46.63972323882948,47.249905289119454,8.449227240490782,27.625,96.12271356311338,28.487967014178626,73.64453288072377,18.772577667175085,45.03888831051381,34.81166464155527,71.45501159193839,100.0,44.12528832359612,75.67310487321241,33.76383763837639,24.22569226910403,44.52852563076806
Estonia,2013,91.70191486258412,58.8995848077313,3.688400166718978,0.0,16.712143077980695,40.055618528993605,43.34566133273091,48.90418866922836,5.164960158259812,27.0,92.0842093949633,38.18846406559817,71.71535571394182,72.27261780525005,43.0252760520148,41.39327663021464,73.92642592057312,100.0,42.67637486569964,74.31113282502754,33.76383763837639,24.50681737671664,46.4651108179238
Estonia,2014,90.07016648261205,53.59358533483638,6.416622499858491,1.5103784966119065,18.697663596915778,43.49418631033933,44.82931819179368,50.30868015555778,7.238464487112668,28.0,85.29694290877092,38.65388812316698,72.1770052807835,83.21425704423214,43.61163841021765,51.25556905629807,72.46275789757632,100.0,43.014698716268285,74.84473109240257,33.76383763837639,21.869437684446662,47.31714480635986
Estonia,2015,94.0361094326256,47.66689887926017,13.22019769577902,6.683616519905726,19.00346423658845,49.973290459641234,48.9498779219374,50.95342286410856,11.67197437260618,31.625,97.33990743415264,44.970724266589485,73.90263003129466,61.45540659869952,40.85207000629313,79.42486836776024,81.85326795760182,100.0,44.32647071818118,75.37832935977762,33.76383763837639,21.252422684950915,49.28909691189264
Estonia,2016,94.83466338841082,41.48082839095176,15.64173943469916,5.605966649002738,21.707380033010963,42.10487334436056,42.36628839932672,60.454083907397234,9.185899919888286,30.375,95.2736335117924,36.91753427950886,71.65928738371154,72.78237135746969,33.25939534643932,39.36816524908869,87.00677440736614,100.0,42.63571426775708,75.3858352177586,33.94833948339484,18.32494002532586,47.76035985544006
Estonia,2017,96.7190527785302,41.94182868776787,9.968148441640636,5.457476914750885,26.140675804885984,45.76902149839027,43.28153181471271,60.454083907397234,10.30923958626006,30.75,99.0320218718722,37.07392049744821,71.1068314994317,31.25551898530945,36.21323061357608,55.79181855002025,80.13475747466393,100.0,42.238183339767374,77.21357987119949,33.94833948339484,17.775031801026017,46.33934506946551
