Economy,Year,Access to clean fuels and technologies for cooking  (% of population),Access to electricity (% of population),People using safely managed drinking water services (% of population),People using safely managed sanitation services (% of population),"Fertility rate, total (births per woman)","Life expectancy at birth, total (years)",Population ages 65 and above (% of total population),"Government expenditure on education, total (% of government expenditure)","School enrollment, primary (% gross)","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","Unemployment, total (% of total labor force) (modeled ILO estimate)","Hospital beds (per 1,000 people)","Mortality rate, under-5 (per 1,000 live births)",Prevalence of overweight (% of adults),Prevalence of undernourishment (% of population),Gini index,Income share held by lowest 20%,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),Poverty headcount ratio at $8.30 a day (2021 PPP) (% of population),Poverty headcount ratio at national poverty lines (% of population),Prosperity gap (average shortfall from a prosperity standard of $28/day),Score
Armenia,2019,96.45270270270272,100.0,49.27203246174111,0.0374219533135846,30.112184707705808,45.08644904902462,35.969560697821564,41.87746346695268,36.37562826166496,54.33867849425678,42.76830491474424,25.357142857142858,41.03887912724622,40.9048067860509,100.0,66.99029126213591,74.1935483870968,59.01186204165329,5.351162331579289,12.676056338028175,23.58062093720666,42.36464798569588
Armenia,2020,96.45270270270272,100.0,48.86744198408809,0.0,35.81180241521216,24.74179645340905,37.65310042483955,39.55704518031908,34.68461745845286,52.865916069600814,43.19959879638917,30.238095238095244,42.70313792207733,39.49104618284636,100.0,90.7766990291262,95.16129032258064,69.31050423341934,4.914148629508233,10.56338028169013,24.751213129285105,44.10292676728624
Austria,2012,100.0,100.0,96.3805394933464,99.83334307278062,20.52026669142535,78.78406678626823,69.32624514146252,40.61831344684275,43.62591230333723,59.33128625042647,87.55265797392177,66.90476190476191,82.23004406365163,70.81369776939994,100.0,64.5631067961165,56.45161290322581,82.22756937495996,82.7127908824038,54.92957746478873,78.91588331992469,76.94995701302963
Austria,2013,100.0,100.0,96.78867382919783,99.83278118158972,20.52026669142535,80.21356739023224,70.73691584561149,40.42204048800108,44.61524389069692,60.44865233708632,86.02139752591107,66.54761904761905,83.09403413681095,70.84511467169335,100.0,63.106796116504825,61.29032258064515,91.21258493228656,87.63631241238845,55.985915492957744,88.52286057045063,78.87763821506205
Austria,2014,100.0,100.0,96.78394868493328,99.83221929039884,21.75310573543112,82.74092445804058,71.80296935731718,38.7505027483577,45.15492306803517,60.13874673035369,84.99498495486459,65.83333333333334,83.97583968785884,70.81369776939994,100.0,64.5631067961165,59.67741935483872,93.89347021557242,87.63631241238845,56.69014084507042,88.52286057045063,79.21362523357641
Austria,2015,100.0,100.0,96.77922354066877,99.83176977744614,23.583697169629065,80.59667355209456,72.21707493446624,39.97640434374582,45.47771957865547,60.50267258046173,84.56703443664327,65.35714285714286,84.87621092361465,70.68803016022619,100.0,64.5631067961165,58.06451612903227,82.22756937495996,81.62887019267552,55.985915492957744,76.03175161493718,77.18935772865694
Austria,2016,100.0,100.0,96.77449839640414,99.83120788625524,25.990472317415797,83.82234166493936,72.43457922805749,40.66335969969165,43.84977565522155,62.57818719435917,83.69107321965897,63.92857142857143,85.79594645857071,70.49952874646559,100.0,63.106796116504825,54.838709677419374,82.22756937495996,80.59313999164617,54.92957746478873,78.91588331992469,77.25402855515
Austria,2017,100.0,100.0,96.76977325213956,99.83064599506434,25.39236482586577,83.8394956721869,73.0582798517581,40.882155784957774,45.478201005218665,62.99044694643467,85.37278502173186,63.33333333333334,85.79594645857071,70.34244423499842,100.0,68.44660194174756,59.67741935483872,91.21258493228656,87.63631241238845,55.281690140845065,88.52286057045063,79.56482403503725
Austria,2018,100.0,100.0,96.76475278635851,99.83221929039884,22.36577166379976,84.18829381955413,73.91869294043207,40.84139965142781,46.11777619441929,64.3039918116684,87.47241725175527,62.14285714285714,86.73589757133314,70.18535972353126,100.0,63.106796116504825,58.06451612903227,84.2580810999673,81.62887019267552,58.80281690140845,78.91588331992469,78.03058000899202
Austria,2019,100.0,100.0,96.75914167754436,99.83390496397152,21.75310573543112,85.63494843076569,74.92260236825454,41.216248826920506,47.095072117699175,64.99203912202887,88.71949180875961,61.19047619047621,86.73589757133314,70.0282752120641,100.0,66.01941747572815,58.06451612903227,84.2580810999673,85.04474477255056,56.69014084507042,81.9479824963623,78.76300965906913
Austria,2020,100.0,100.0,96.7532352472136,99.83570301578236,20.52026669142535,80.6145423096441,76.21915393654523,36.21718729052152,46.57657570914134,63.86614352325711,86.57639585422936,59.64285714285714,87.69697293942905,69.87119070059691,100.0,67.96116504854368,58.06451612903227,82.22756937495996,82.7127908824038,53.87323943661972,76.03175161493718,77.4552837160788
Azerbaijan,2012,92.39864864864865,100.0,0.0,59.06139447908191,51.72355233398031,8.333988521110086,0.0,29.719801581981507,37.89741762791502,34.03843966791766,86.613172851889,24.40476190476191,0.0,32.57932767829092,100.0,7.993410862776373,20.70511985492748,73.7597818866256,30.512000150721796,84.50704225352112,48.620897069261815,37.50281469948419
Azerbaijan,2013,93.24324324324324,100.0,1.7341279450938316,61.26827832043978,50.713368338576,11.228727244137248,0.0344617192443337,26.398712964204314,44.02405207109709,35.24394404640054,87.34871280508192,24.761904761904763,2.577047841661283,30.81998114985862,100.0,10.04760488211526,21.9503162957731,72.3305419673016,29.32993592953961,84.50704225352112,47.23956869025388,38.15550194331282
Azerbaijan,2014,94.25675675675674,100.0,3.458510280142008,63.002499292017085,50.20573107331086,14.40936608795721,0.2107249389858125,29.51387585467221,57.406266248146494,38.25201865119979,87.54931461049816,26.666666666666675,4.896668731846688,29.123468426013204,100.0,12.278889289660189,23.23121559537807,72.63241576911321,28.47472410982456,84.50704225352112,46.52356116948086,39.33153844738998
Azerbaijan,2015,94.93243243243242,100.0,5.1716703975617975,64.66906856421068,48.672500196361455,17.404169853261806,0.6587272891620728,32.55288912722885,58.70996938127056,40.45831911747982,87.38214643931795,24.166666666666675,7.349357376758803,27.48978950675462,100.0,12.264423728344903,23.2280776112074,72.64622468675593,28.47905237178741,84.50704225352112,46.52916856780465,39.93575776199415
Azerbaijan,2016,95.4391891891892,100.0,6.872427011287186,64.76088158480286,46.60367408781144,18.969473014602272,1.5140558618819495,38.879206327926,58.301238229120514,44.262481519390434,87.24841190237379,24.166666666666675,9.63685736860009,25.887527489789505,100.0,12.245593623056534,23.223656054487225,72.6587940511207,28.482119086786117,84.50704225352112,46.53367611434268,40.536510219998696
Azerbaijan,2017,95.94594594594594,100.0,8.559598835251961,64.91461501463164,38.582925011663264,19.870058395099704,2.608356684443649,30.16275640166242,50.74861830576364,46.002501990219486,87.24841190237379,22.500000000000004,11.888222120392868,24.34809927741125,100.0,7.907326413234739,20.663578575168696,73.85429783084751,30.56896338022765,84.50704225352112,48.68680838574556,40.38512631122714
Azerbaijan,2018,96.28378378378378,100.0,10.232004583389966,65.13105550136427,37.4805701594334,22.17155436748169,3.9009536292144986,33.560530902265725,42.15033988715359,47.65438416922552,87.5827482447342,22.02380952380953,14.090525324896989,22.84008796732641,100.0,7.858008459276204,20.629057037729897,73.88559650751033,30.609399796546217,84.50704225352112,48.72962926553333,40.82598062543667
Azerbaijan,2019,96.79054054054052,100.0,11.888167648118523,65.41155158385888,41.84251796807246,24.129970194912403,5.362469492904282,34.30593913393216,37.84927497159583,47.72262026612077,87.24841190237379,22.02380952380953,16.229273674409512,21.39491046182846,100.0,7.821149840604231,20.607314414022824,73.9085543433367,30.63444236657712,84.50704225352112,48.75637734988022,41.330170862439985
Azerbaijan,2020,96.79054054054052,100.0,13.391944810314982,65.41155158385888,35.81180241521216,2.8447062018883003,6.807601916297571,40.78830942485588,38.57334052263664,54.74809507562836,79.7592778335005,22.02380952380953,18.288431118153227,19.918316054037064,100.0,27.20623070778196,32.55842362782864,92.04354154026214,60.34174200089504,84.50704225352112,68.22230159538616,46.27848278339265
Belgium,2012,100.0,100.0,98.98497994766902,79.50164746497168,41.30411474463384,74.84436312174341,66.72579770405856,47.58761228046656,46.47908683009493,36.69964744683273,78.74958207957205,47.3809523809524,79.73811278920854,50.675463399308825,100.0,79.126213592233,70.96774193548387,93.89347021557242,90.5526252808972,53.52112676056338,88.52286057045063,76.40414272809502
Belgium,2013,100.0,100.0,99.0094916335414,81.32622054004486,39.13109963973278,76.29101773295497,68.03082346560608,49.09880681056442,50.50068362571975,38.39986352780622,75.79739217652958,46.54761904761905,80.5527289249386,50.675463399308825,100.0,78.15533980582524,69.35483870967741,96.80775843532312,90.5526252808972,53.52112676056338,88.52286057045063,76.67308443733657
Belgium,2014,100.0,100.0,99.0340033194138,83.16382949074676,38.03275338600403,81.29426984682902,69.39686341860254,49.04947043839657,50.29318877698395,38.96281132719207,75.46974256101639,45.47619047619048,80.5527289249386,50.70688030160224,100.0,76.21359223300968,69.35483870967741,96.80775843532312,93.88688824325432,53.52112676056338,92.1065622623831,77.58677730762832
Belgium,2015,100.0,100.0,99.05851500528624,85.01481145179196,35.81180241521216,79.18504170568008,70.5352300460996,51.160209143316806,48.22040670916056,38.57045377004437,75.60682046138416,45.23809523809524,81.3831638343105,50.675463399308825,100.0,78.15533980582524,69.35483870967741,96.80775843532312,95.75189077442596,53.52112676056338,92.1065622623831,77.85500700949814
Belgium,2016,100.0,100.0,99.0833220126752,86.87894166670412,34.68895750878616,82.3749723034257,71.62557624514146,50.94194932296555,47.76810645304164,38.638689866939615,77.78669341357406,44.28571428571429,81.3831638343105,50.64404649701538,100.0,78.64077669902912,69.35483870967741,96.80775843532312,93.88688824325432,53.52112676056338,92.1065622623831,78.15855035486615
Belgium,2017,100.0,100.0,99.10783369854764,88.75622013548318,32.98888014608005,82.75879321559012,72.9147835126096,52.451535058318825,49.44587802576595,39.68213351529624,80.26078234704113,42.97619047619048,82.23004406365163,50.612629594721966,100.0,79.61165048543688,70.96774193548387,93.89347021557242,92.1601656015066,53.52112676056338,88.52286057045063,78.16173077451057
Belgium,2018,100.0,100.0,99.13234538442,90.6467592363674,31.269446648059528,83.49069752481967,74.17856820030731,51.92545917683336,48.83807698973598,41.38234959626973,84.10230692076229,42.3809523809524,82.23004406365163,50.54979579013508,100.0,80.58252427184465,74.1935483870968,96.80775843532312,95.75189077442596,53.52112676056338,92.1065622623831,79.46475111841745
Belgium,2019,100.0,100.0,99.15685707029245,92.55044659111852,30.112184707705808,86.3496987327477,75.42822923257707,51.59404745944497,47.991247665081175,42.61344251108838,86.03142761618187,41.78571428571429,83.09403413681095,50.51837888784166,100.0,80.58252427184465,75.80645161290323,96.80775843532312,95.75189077442596,55.985915492957744,92.1065622623831,80.18054823392492
Belgium,2020,100.0,100.0,99.18136875616486,93.53105909746787,27.179627628516783,77.0579448069816,76.52535478622434,48.010725298297366,47.78832636869572,41.30558398726262,85.42627883650952,41.30952380952381,83.09403413681095,50.48696198554822,100.0,86.40776699029125,82.25806451612905,96.80775843532312,93.88688824325432,60.91549295774648,95.92162618304302,80.33697351476735
Bulgaria,2012,86.94397179548133,0.0,87.95944644934943,58.14584897263814,24.18899635356462,31.45330178901997,74.97344752779536,40.02895830540287,43.69331202218413,37.77152280222904,62.94215981277165,52.3809523809524,48.90139425748109,53.84857053094564,49.64003887172896,37.86407766990288,30.64516129032259,53.56858533338665,32.91440823682157,25.0,40.97399124818115,49.201607651797346
Bulgaria,2013,86.8879489949594,11.320754716981128,89.50486394537737,59.29705164454312,26.58622040444573,35.358697439049706,77.26373949200037,40.56093310095188,39.90953994877623,41.24587740247927,60.69876295553327,54.8809523809524,51.32276093868887,53.12598177819666,59.661171375458935,34.95145631067959,22.58064516129033,51.146335974992965,35.10897910524842,25.0,44.17006549225746,50.203434190603495
Bulgaria,2014,87.23389348315929,22.641509433962256,90.91413822228262,60.58479387583552,31.269446648059528,32.53471899591875,79.64216306607611,38.7805335835903,41.01296963161238,42.15284885704537,65.77064526914076,58.809523809523824,53.88949438679926,52.43480992774113,59.661171375458935,31.06796116504853,27.41935483870969,56.179765730242856,38.179215525973,25.0,45.83532980936042,51.84447536021481
Bulgaria,2015,100.0,35.84905660377353,90.43778461611154,61.954459842760365,32.41790803223685,33.597552694966,82.0945945945946,40.18822898511865,40.71833657493886,44.03502786307291,73.39685723838181,60.238095238095255,56.15277666801373,51.7436380772856,61.78298380161755,25.242718446601916,16.129032258064527,42.29905818206668,34.54065597953597,25.0,37.94189207174352,51.033240181723244
Bulgaria,2016,100.0,49.05660377358481,89.96379358207284,63.34963566975181,34.12438883551809,35.00989929168247,84.16399258790562,40.5839924922912,38.190847118180585,41.79460934834529,78.6392510865931,60.71428571428572,58.54256337222117,51.08388312912348,59.661171375458935,15.533980582524237,17.74193548387099,52.741551071010086,40.96462865143191,23.239436619718305,49.31356675613796,52.94626611630969
Bulgaria,2017,100.0,64.15094339622624,89.49186979864979,64.7702089785717,36.37010968404644,35.027053298930014,85.82436952002169,42.62448049336372,37.0284426813534,49.54793585806891,83.35673687729857,62.97619047619048,60.55545508571706,50.455545083254776,75.48007722718293,16.50485436893203,22.58064516129033,63.20397444899176,40.780437233891845,28.16901408450704,53.00933099154452,55.83349933909872
Bulgaria,2018,100.0,75.4716981132076,89.02230858735905,65.87882029820688,37.4805701594334,36.09060174827914,87.52429268733616,39.389730526880285,35.09792216295324,49.70146707608325,86.54296221999331,64.52380952380953,62.12984345019128,49.858623939679546,85.69237485938868,12.135922330097088,22.58064516129033,69.31050423341934,46.11770960460613,26.05633802816901,59.02600875181885,57.52353732119332
Bulgaria,2019,100.0,84.90566037735857,88.55510994820062,66.99394955565643,40.76378520860115,37.154150197628496,89.26771671336888,44.436519640702514,34.24964855860884,54.73956556351644,89.82280173854897,66.78571428571429,63.76441390363358,49.324536600691175,85.69237485938868,16.990291262135912,22.58064516129033,67.99687759897989,48.29235247977708,21.830985915492946,59.02600875181885,58.729754047680046
Bulgaria,2020,99.99999999999996,94.33962264150956,88.08997855965791,68.11582150739673,39.6772917150889,24.60242014452251,90.43885022145892,38.93765920364661,34.49974965818714,51.93335607869898,86.83049147442327,68.0952380952381,64.88990133366559,48.75903235940936,88.40512800980159,16.019417475728147,29.032258064516128,82.22756937495996,55.33552490051936,27.81690140845069,65.72520437746626,60.1382965867262
Bosnia and Herzegovina,2012,4.054054054054063,94.33962264150956,66.63546102641945,27.22744905894463,8.41142853533492,50.91166401017813,57.584402964837736,43.387049202305946,16.396185175913246,19.185715910383266,10.317619525242392,3.333333333333336,63.76441390363358,42.31856738925544,100.0,24.847617483507,14.905647169530884,47.01123374178388,25.239534851148232,46.12676056338028,34.66264331437956,37.56289742212272
Bosnia and Herzegovina,2013,2.195945945945951,90.56603773584902,66.9171977531939,30.588682162876523,10.145032803322664,51.56923428800155,60.13626502756938,43.387049202305946,16.030060274605717,19.25110883657456,12.056168505516553,2.5,63.76441390363358,41.34464341815897,100.0,24.888391007389316,14.94042158861238,47.06223343457531,25.26470927550384,46.12676056338028,34.67794994521063,37.90650811816305
Bosnia and Herzegovina,2014,1.8581081081081123,98.11320754716984,66.97478544891825,34.01689269676305,9.080556542768877,51.28333416720864,62.68304257434693,43.387049202305946,17.466637139170757,19.17434322756739,11.965897693079242,3.452380952380953,63.76441390363358,40.3707194470625,100.0,24.992565951443453,15.034022121072637,47.15723842872225,25.3110408823368,46.12676056338028,34.72273565340951,38.39220558013642
Bosnia and Herzegovina,2015,1.689189189189193,94.33962264150956,66.99811584872455,37.59456628742756,13.034236374471476,51.16897411889147,65.39308957787217,43.387049202305946,21.5655028981879,19.467189810076206,11.370779003677695,3.69047619047619,63.76441390363358,39.3339616713792,100.0,25.05382654249259,15.0873175528047,47.22325431961776,25.343489071625413,46.12676056338028,34.74608028493088,38.82683078518518
Bosnia and Herzegovina,2016,0.4222972972973053,100.0,67.02262753459692,41.306307116239545,15.485735689246551,51.53349677290237,68.32120582120581,43.387049202305946,21.14955034758995,19.745820539065164,19.017051153460383,4.047619047619051,63.21258619495255,38.29720389569587,100.0,25.173355957242208,15.19345555902007,47.344585415330215,25.403384174939408,46.12676056338028,34.79622903453373,39.66629456800629
Bosnia and Herzegovina,2017,0.8445945945945965,100.0,67.04772986350238,45.1542503697244,19.214862050539463,53.39899506107543,71.52501581849407,41.62623105718467,22.07966646767701,20.07847151142954,35.336008024072214,4.047619047619051,63.21258619495255,37.29186302230599,100.0,29.351512367113,17.45378217950101,48.50734708476629,27.346680406217068,46.12676056338028,34.78862212161837,41.56443801434968
Bosnia and Herzegovina,2018,0.0,100.0,67.07371815695748,49.140980747360224,24.43043836217771,57.38015424311516,75.12428816776642,39.87022389060196,20.28298253384426,20.402592971682022,42.44734202607824,3.928571428571427,63.21258619495255,36.25510524662269,100.0,32.537128930124645,19.681418541186144,52.27958172896389,29.43708957197252,46.12676056338028,36.548195096496,43.394977595489536
Bosnia and Herzegovina,2019,2.111486486486484,100.0,66.69659258034224,49.140980747360224,24.73169907293149,53.463322588253845,78.90773298381994,42.56441882289852,19.140557299389545,20.55328101899238,51.50117017719826,3.452380952380953,63.76441390363358,35.24976437323281,100.0,32.587726710601984,19.71603988407125,52.29990187606331,29.45544930071871,46.12676056338028,36.56509380656193,43.728915979148084
Bosnia and Herzegovina,2020,0.0844594594594667,100.0,64.97161960226103,49.140980747360224,25.092420448776977,43.78560349941756,82.2804619000271,42.56441882289852,15.99058329642395,19.96758785397475,50.91273821464393,3.452380952380953,64.3234552505291,34.244423499842924,100.0,32.60382742521266,19.73620918476977,52.321239923713975,29.461051687449785,46.12676056338028,36.572973947662994,42.810466016505686
Belarus,2012,98.64864864864865,16.981132075471578,75.07161546775976,75.36208268341252,31.269446648059528,14.66596144636867,45.54257434692218,58.40139428877866,32.792611065108105,61.26464232912545,84.08559010364426,100.0,75.15164464115685,42.538485705309455,100.0,83.98058252427182,83.87096774193549,96.80775843532312,45.88815018141655,83.45070422535211,54.94763493486185,66.37786095013992
Belarus,2013,98.81756756756756,28.301886792452933,77.2927285936199,74.50317580901091,34.01122139356397,18.27402097077379,46.13068335894423,56.72503016490147,30.61560014635367,62.66916865688617,84.1156803744567,97.5,77.38342338204941,41.84731385485389,100.0,83.49514563106794,83.87096774193549,100.0,55.33552490051936,86.26760563380282,59.02600875181885,68.35371378169948
Belarus,2014,98.98648648648648,39.62264150943384,77.56796824703056,73.64314515222756,35.587900307156275,21.84777248068383,47.33627858627858,60.72932028422042,31.097748849390516,64.11349937450245,84.23269809428285,95.59523809523812,79.73811278920854,41.187558906691805,100.0,80.58252427184465,80.64516129032259,100.0,56.74808422572514,88.73239436619718,59.02600875181885,68.89828230040814
Belarus,2015,99.15540540540542,50.94339622641519,77.84114064982546,72.78199071306238,37.14828851994963,26.520095204740187,48.78536563319172,58.20941144925594,33.31640316586106,65.4867508245195,84.30290872617854,94.8809523809524,81.3831638343105,40.55922086082313,100.0,88.34951456310678,87.09677419354838,100.0,52.13872601228241,87.67605633802816,56.9516564769202,69.80941678363233
Belarus,2016,99.15540540540542,62.26415094339632,78.11076919442198,71.91836395265727,37.646437220830336,27.966749815951857,50.06496881496881,61.03767261026948,36.43436230237438,66.73205959285798,84.42661317285189,92.73809523809526,83.09403413681095,39.93088281495443,100.0,89.80582524271843,90.32258064516132,100.0,50.41200337053471,85.56338028169014,54.94763493486185,70.15834967636715
Belarus,2017,99.32432432432432,75.4716981132076,78.37744452385309,72.06130907162088,26.645666161647423,30.128869479447303,51.5185754316189,57.82383697546588,36.56747674709701,68.00011372682818,85.0819124038783,92.02380952380952,85.79594645857071,39.3339616713792,100.0,89.32038834951456,90.32258064516132,100.0,54.003728543454045,84.85915492957746,56.9516564769202,70.8551318228251
Belarus,2018,99.49324324324326,86.79245283018872,78.63791810143701,72.21245780197157,21.014610649090343,30.459798869265,52.95127903823556,59.35380077758413,34.88970517437269,68.65404298874105,88.04078903376796,91.19047619047622,87.69697293942905,38.79987433239083,100.0,90.29126213592232,93.5483870967742,100.0,61.14227601746516,85.91549295774648,59.02600875181885,72.27521428620229
Belarus,2019,99.49324324324326,100.0,78.89248524869024,72.37136063075656,16.88704594265687,30.82575102387977,54.76306155653981,58.35795683067437,32.34873577384505,69.17434322756739,90.04012036108325,90.95238095238096,90.71700763599702,38.26578699340246,100.0,89.80582524271843,91.93548387096774,100.0,62.970671953549925,88.02816901408451,61.17580835537581,72.9568880778787
Belarus,2020,99.49324324324326,100.0,79.14173660864586,72.22200995221675,16.060571442678082,15.900335217891552,56.80760191629757,57.2430620726639,29.385314564116385,69.63209371090642,90.42795051822134,90.95238095238096,92.85575598550956,37.731699654414086,100.0,94.1747572815534,96.7741935483871,100.0,70.15412229938859,88.73239436619718,63.40675138139151,73.26496934963791
Switzerland,2012,100.0,100.0,90.25438995434328,98.96814301704104,25.39236482586577,91.37081960417127,65.67047817047818,70.6952674621263,47.94791927439388,80.32241555783011,88.9501838849883,34.880952380952394,78.93872401844372,80.11310084825635,100.0,59.223300970873765,61.29032258064515,100.0,100.0,54.57746478873239,95.92162618304302,80.69412630780008
Switzerland,2013,100.0,100.0,90.25438995434328,99.07726228631276,25.39236482586577,92.0855699061533,66.90149597758293,69.00656924520715,48.68739047545685,80.65506653019446,88.09428284854565,33.33333333333333,78.93872401844372,80.45868677348415,100.0,54.85436893203882,58.06451612903227,100.0,97.77926394861004,57.04225352112675,95.92162618304302,80.19234343668279
Switzerland,2014,100.0,100.0,90.25438995434328,99.21121714622204,26.58622040444573,94.9445711140812,67.99579680014463,70.02547258345624,48.76682585838356,82.0681223700671,87.8301571380809,31.90476190476192,79.73811278920854,80.80427269871191,100.0,54.85436893203882,56.45161290322581,100.0,97.77926394861004,50.70422535211267,95.92162618304302,80.160144258239
Switzerland,2015,100.0,100.0,90.25438995434328,99.34505962789316,26.58622040444573,92.8003202081353,68.98558257253907,70.72797962193324,48.00881973463768,83.18264528602299,87.91374122367101,31.90476190476192,79.73811278920854,81.11844172164624,100.0,55.82524271844659,56.45161290322581,100.0,97.77926394861004,53.87323943661972,95.92162618304302,80.3050069999843
Switzerland,2016,100.0,100.0,90.25438995434328,99.47867735308792,26.58622040444573,97.83788033650444,69.82848232848232,70.58211556508915,47.39885227907334,84.83168429432504,87.52256770310933,31.42857142857144,80.5527289249386,81.40119384228714,100.0,52.42718446601941,54.838709677419374,100.0,95.75189077442596,51.05633802816901,95.92162618304302,80.21636148183691
Switzerland,2017,100.0,100.0,90.25438995434328,99.61072178294816,25.39236482586577,97.47192818188968,70.74313025399982,70.59069580372706,47.23227868820888,85.07619697486638,87.92711467736544,30.95238095238096,81.3831638343105,81.68394596292802,100.0,53.88349514563103,54.838709677419374,100.0,97.77926394861004,54.225352112676056,95.92162618304302,80.65919970945689
Switzerland,2018,100.0,100.0,90.25438995434328,99.74085578275938,25.39236482586577,98.91929754340322,71.80014462623157,71.14572999061537,47.24166650619114,85.72443989537132,88.20795720494817,30.71428571428572,81.3831638343105,81.99811498586237,100.0,51.9417475728155,51.61290322580646,100.0,95.75189077442596,49.29577464788732,95.92162618304302,80.17800347207381
Switzerland,2019,100.0,100.0,90.25438995434328,99.8708774043324,22.975962167527143,100.0,72.89896501853023,72.12494972516424,46.65384467253367,86.04003184351188,89.2744901370779,30.238095238095244,82.23004406365163,82.34370091109014,100.0,47.57281553398056,50.000000000000014,100.0,95.75189077442596,51.05633802816901,95.92162618304302,80.11054355896997
Switzerland,2020,100.0,100.0,90.25438995434328,100.0,21.75310573543112,93.53222451736484,73.85598391033173,64.60222549939671,46.98771399410734,85.46002501990219,87.86024740889334,28.92857142857144,82.23004406365163,82.65786993402449,100.0,49.02912621359221,51.61290322580646,96.80775843532312,97.77926394861004,53.87323943661972,95.92162618304302,79.68732219190284
Cyprus,2012,100.0,100.0,94.63696125972344,73.70978544746765,16.88704594265687,80.1520988642618,34.46171924432794,63.33610403539349,43.24125247934677,53.8411236210622,63.52056168505517,6.428571428571427,91.77301324074826,40.46497015394283,100.0,46.11650485436894,59.67741935483872,100.0,97.77926394861004,51.76056338028168,88.52286057045063,70.64607788966211
Cyprus,2013,100.0,100.0,95.40391123816502,73.76664883598619,11.858962394711767,81.50297693500772,35.81250564946217,67.5066362783215,42.24638448651044,55.012509951097485,50.03343363423604,5.5952380952380985,91.77301324074826,40.59063776311655,100.0,33.00970873786406,54.838709677419374,96.80775843532312,93.88688824325432,54.92957746478873,85.14405674043861,68.74568156922479
Cyprus,2014,100.0,100.0,96.17056589509,73.8300301623191,12.382435862394942,81.64592699540412,37.18871463436682,48.89824373240381,40.77971846174583,58.04048675082453,49.54530257438984,5.000000000000004,92.85575598550956,40.74772227458374,100.0,39.80582524271841,53.22580645161291,96.80775843532312,92.1601656015066,48.59154929577465,81.9479824963623,68.2684032607811
Cyprus,2015,100.0,100.0,96.93692523049847,73.90094083061004,13.0992619704044,82.55365987892128,38.53780620084967,62.56710014747287,41.1345298388184,57.17616285681791,53.72785021731863,4.642857142857142,92.85575598550956,40.873389883757454,100.0,47.57281553398056,58.06451612903227,100.0,95.75189077442596,48.94366197183098,85.14405674043861,70.29040683422427
Cyprus,2016,100.0,100.0,97.7032845659069,73.9789313279062,15.29363651869312,83.05398509030874,39.841702069962935,66.70223890601959,39.31810741589479,56.23507335380416,60.481444332999,4.642857142857142,92.85575598550956,40.9990574929312,100.0,52.912621359223294,62.903225806451616,96.80775843532312,97.77926394861004,50.352112676056336,85.14405674043861,71.49837104905514
Cyprus,2017,100.0,100.0,98.46934857979883,74.06355214125495,13.0992619704044,83.11831261748716,41.08232396275875,65.51762970907629,41.15041691540373,58.76549528033664,66.67001003009028,3.452380952380953,91.77301324074826,41.15614200439836,100.0,60.19417475728153,66.12903225806454,96.80775843532312,95.75189077442596,51.40845070422535,88.52286057045063,72.49871285614891
Cyprus,2018,100.0,100.0,99.23541259369075,74.15457851417989,12.838991429085894,83.2112301567447,42.30373768417246,51.46480761496179,42.32678272256351,62.327988172409874,75.53326646606486,2.6190476190476204,91.77301324074826,41.28180961357208,100.0,53.88349514563103,66.12903225806454,96.80775843532312,93.88688824325432,53.87323943661972,88.52286057045063,72.44902690470089
Cyprus,2019,100.0,100.0,99.30658507917568,74.1528928406072,13.553658878668926,82.48218484872302,43.52458645936906,60.65906958037272,43.96916944289316,64.92380302513362,80.04346372450685,2.2619047619047663,90.71700763599702,41.407477222745854,100.0,61.165048543689295,67.74193548387098,93.89347021557242,90.5526252808972,55.281690140845065,85.14405674043861,72.82364021177663
Cyprus,2020,100.0,100.0,99.30658507917568,74.1580622395634,15.54971448462024,80.88114417228348,44.8166184579228,57.60075077088082,44.58900614300296,64.48879790742637,78.03744567034437,2.2619047619047663,89.68645044262036,41.53314483191957,100.0,58.73786407766988,67.74193548387098,100.0,95.75189077442596,57.04225352112675,88.52286057045063,73.5164283086724
Czechia,2012,100.0,100.0,93.0174180630452,84.92120037938892,21.137944215945737,58.33506064656308,61.136219831872,42.74192250971981,41.27534710855204,49.90048902536108,80.63189568706119,58.0952380952381,89.68645044262036,35.375431982406525,100.0,85.92233009708735,85.48387096774195,96.80775843532312,82.7127908824038,75.35211267605634,78.91588331992469,76.12806136060036
Czechia,2013,100.0,100.0,93.3794822423172,85.28800294880497,21.75310573543112,59.04981094854509,64.4253367079454,45.17495642847567,39.88378362764544,53.50278630728988,80.71882313607489,55.35714285714286,90.71700763599702,34.338674206723226,100.0,83.98058252427182,82.25806451612905,100.0,86.30451605532312,71.47887323943661,78.91588331992469,76.44879582623125
Czechia,2014,100.0,100.0,93.74036513552304,85.65547978765008,25.990472317415797,63.68711090780437,67.38170026213504,45.30741386244806,37.24002965587627,55.28829750938246,83.5439652290204,55.11904761904762,90.71700763599702,33.23908262645304,100.0,86.89320388349513,87.09677419354838,100.0,82.7127908824038,71.47887323943661,78.91588331992469,77.34202207216089
