Economy,Year,Access to clean fuels and technologies for cooking  (% of population),Access to electricity (% of population),People using safely managed drinking water services (% of population),People using safely managed sanitation services (% of population),"Fertility rate, total (births per woman)","Life expectancy at birth, total (years)",Population ages 65 and above (% of total population),"Government expenditure on education, total (% of government expenditure)","School enrollment, primary (% gross)","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","Unemployment, total (% of total labor force) (modeled ILO estimate)","Hospital beds (per 1,000 people)","Mortality rate, under-5 (per 1,000 live births)",Prevalence of overweight (% of adults),Prevalence of undernourishment (% of population),Gini index,Income share held by lowest 20%,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),Poverty headcount ratio at $8.30 a day (2021 PPP) (% of population),Poverty headcount ratio at national poverty lines (% of population),Prosperity gap (average shortfall from a prosperity standard of $28/day),Score
Czechia,2015,100.0,100.0,93.74125110007267,86.02329376120971,28.35949256887085,61.92596616372066,70.15784597306337,44.5255396165706,35.50520903541374,56.63596042306381,87.08793045804079,55.11904761904762,89.68645044262036,32.07665724159597,100.0,86.89320388349513,87.09677419354838,100.0,87.63631241238845,71.47887323943661,81.9479824963623,78.10372705498884
Czechia,2016,100.0,100.0,93.74213706462226,86.39223151715115,31.844769036109653,65.13376551901592,72.97297297297295,41.4956428475667,35.380760268828595,59.35687478676218,90.75225677031094,55.238095238095255,89.68645044262036,30.882814954445507,100.0,89.32038834951456,91.93548387096774,100.0,86.30451605532312,73.59154929577466,81.9479824963623,79.15312497041357
Czechia,2017,100.0,100.0,93.74302302917184,86.76195592075985,35.25142350056112,64.78496737164869,75.74516406038144,44.188228985118656,36.15754202853896,61.78209939724783,94.29287863590773,55.0,89.68645044262036,29.68897266729499,100.0,91.74757281553396,95.16129032258064,100.0,90.5526252808972,71.83098591549296,81.9479824963623,80.23551955191202
Czechia,2018,100.0,100.0,93.74420431523797,87.1323545937976,36.37010968404644,65.15163427656557,78.26312935008588,48.647271752245615,38.661682296982434,63.68986693961105,96.4560347709796,55.11904761904762,90.71700763599702,28.495130380144506,100.0,91.26213592233007,95.16129032258064,100.0,92.1601656015066,70.07042253521126,85.14405674043861,80.9606213579462
Czechia,2019,100.0,100.0,93.7450902797876,87.503764670979,36.37010968404644,66.58113488052948,80.6189550754768,51.73186754256604,41.09409000751023,64.05947913112706,97.22835172183215,54.8809523809524,91.77301324074826,27.30128809299404,100.0,89.80582524271843,93.5483870967742,100.0,93.88688824325432,72.1830985915493,85.14405674043861,81.41822942358988
Czechia,2020,100.0,100.0,93.74656688737028,87.8759613958276,38.03275338600403,59.41576310315986,82.57027930940974,45.83456227376325,42.30054497486952,63.02740816558625,95.43965229020397,54.16666666666667,92.85575598550956,26.13886270813697,100.0,85.43689320388349,88.70967741935485,100.0,90.5526252808972,75.35211267605634,85.14405674043861,80.10257131017464
Germany,2012,100.0,100.0,99.66835393693114,96.3048911504385,18.65193015087985,75.94221958558774,84.5114345114345,39.26102694731198,52.78601552119241,65.73410667576482,86.00468070879305,73.45238095238096,82.23004406365163,38.73704052780397,100.0,61.65048543689318,64.51612903225808,100.0,95.75189077442596,48.94366197183098,92.1065622623831,79.78635011893417
Germany,2013,100.0,100.0,99.6772135824272,96.36737345086598,19.27728070991984,75.59342143822062,85.5023501762632,40.29333690843277,51.578116274143525,67.02774934607075,86.19190906051489,72.85714285714286,82.23004406365163,38.95695884385799,100.0,59.70873786407765,64.51612903225808,100.0,95.75189077442596,48.94366197183098,92.1065622623831,79.76166344705791
Germany,2014,100.0,100.0,99.68636854943978,96.42996812953164,22.36577166379976,79.88192325011255,86.32547681460724,40.49926263574206,49.13030291359354,67.44569543955419,87.31862253426948,72.50000000000001,82.23004406365163,39.2397109644989,100.0,63.106796116504825,62.903225806451616,100.0,90.5526252808972,48.94366197183098,92.1065622623831,79.85706319125474
Germany,2015,100.0,100.0,99.69522819493582,96.49233805172094,24.18899635356462,76.67483864511928,86.86048088222,39.90937122938732,49.32455853184155,66.94245422495166,88.5456369107322,71.90476190476191,83.09403413681095,39.522463085139805,100.0,58.73786407766988,61.29032258064515,100.0,95.75189077442596,48.94366197183098,92.1065622623831,79.85132364436438
Germany,2016,100.0,100.0,99.70408784043188,96.55594413453022,30.112184707705808,79.16717294813054,87.32147699539004,39.04973857085401,46.20395154923065,67.52814738996932,90.2440655299231,71.54761904761907,83.09403413681095,39.77379830348727,100.0,60.19417475728153,59.67741935483872,100.0,95.75189077442596,48.94366197183098,92.1065622623831,80.20684515549105
Germany,2017,100.0,100.0,99.71324280744446,96.62067399972128,28.35949256887085,79.18504170568008,88.21748169574256,39.06529025338518,47.00456392381904,68.65688615944501,91.32397191574724,70.95238095238096,83.97583968785884,40.056550424128176,100.0,60.67961165048541,59.67741935483872,93.89347021557242,90.5526252808972,48.94366197183098,92.1065622623831,79.61279370009755
Germany,2018,100.0,100.0,99.7226930959736,96.68641526905596,28.35949256887085,78.47029140369818,89.0999276868842,39.90990749430219,49.1871112480502,69.6036620038667,92.65128719491808,70.59523809523812,83.97583968785884,40.3707194470625,100.0,57.76699029126212,59.67741935483872,100.0,90.5526252808972,48.94366197183098,92.1065622623831,79.8767748528271
Germany,2019,100.0,100.0,99.73214338450272,96.691472289774,26.58622040444573,81.3292926116261,90.10892163066076,40.38289314921572,48.95145294536772,71.58535198453313,93.3901705115346,69.76190476190477,84.87621092361465,40.71630537229029,100.0,58.252427184466,58.06451612903227,93.89347021557242,90.5526252808972,48.94366197183098,92.1065622623831,79.86294832380341
Germany,2020,100.0,100.0,99.74218431606492,96.69754071463568,25.990472317415797,79.53383985304731,91.3309002982916,38.08767931358092,47.625604190336816,69.67189810076195,90.98963557338683,68.45238095238096,84.87621092361465,41.06189129751806,100.0,55.33980582524271,56.45161290322581,93.89347021557242,90.5526252808972,49.29577464788732,92.1065622623831,79.24594576806317
Denmark,2012,100.0,100.0,92.89367834761704,96.03102538399642,37.4805701594334,72.4556676125195,67.37040133779264,52.73736425794344,46.4557376417801,65.7909700898442,77.89368104312939,12.023809523809527,81.3831638343105,70.31102733270498,100.0,77.66990291262135,80.64516129032259,100.0,85.04474477255056,63.0281690140845,92.1065622623831,77.88717370076706
Denmark,2013,100.0,100.0,94.06580944674468,96.42996812953164,34.12438883551809,74.23396636385075,69.91152942239898,54.34937659203648,45.94686976448614,63.897418401000806,79.2778335005015,12.023809523809527,81.3831638343105,70.27961043041157,100.0,74.27184466019415,77.4193548387097,91.21258493228656,86.30451605532312,63.0281690140845,85.14405674043861,77.1213081008652
Denmark,2014,100.0,100.0,95.2379405458723,96.82632617558876,35.25142350056112,77.09296757177879,71.95832956702522,57.437189971846095,45.65223670781259,63.94859547367224,80.81243731193581,7.619047619047617,81.3831638343105,70.21677662582468,100.0,74.75728155339806,77.4193548387097,93.89347021557242,85.04474477255056,63.0281690140845,92.1065622623831,77.9662215294182
Denmark,2015,100.0,100.0,96.41007164499992,97.21998714392952,36.37010968404644,77.11012157902633,73.58706951098256,57.16905751441213,44.94261395366749,65.00909814625268,82.9755934470077,5.714285714285712,81.3831638343105,70.15394282123782,100.0,75.72815533980582,82.25806451612905,93.89347021557242,90.5526252808972,63.0281690140845,88.52286057045063,78.8483569935196
Denmark,2016,100.0,100.0,97.5822027441275,97.61095103455403,40.76378520860115,78.1915387859251,74.93559613124829,57.66242123609064,45.32631092453156,66.48470374161266,83.94182547642929,6.666666666666668,82.23004406365163,70.09110901665093,100.0,75.72815533980582,79.03225806451613,91.21258493228656,90.5526252808972,63.0281690140845,88.52286057045063,79.10313782534821
Denmark,2017,100.0,100.0,98.75433384325513,97.99921784746226,38.582925011663264,79.96912278695436,76.28977221368525,56.52393082182599,44.69203142752605,67.76981689980667,84.46339017051153,6.785714285714288,82.23004406365163,69.99685830977063,100.0,73.30097087378638,77.4193548387097,96.80775843532312,93.88688824325432,63.0281690140845,92.1065622623831,79.97875073100353
Denmark,2018,100.0,100.0,99.76019892857354,98.38489996089235,37.4805701594334,78.90628908790711,77.7478984000723,56.05255396165707,44.62222457586319,68.71090640282043,86.81043129388165,6.785714285714288,83.09403413681095,69.9340245051838,100.0,75.72815533980582,80.64516129032259,93.89347021557242,93.88688824325432,63.0281690140845,88.52286057045063,80.19776617877356
Denmark,2019,100.0,100.0,99.76019892857354,98.58470846837452,35.81180241521216,82.46217184026762,79.29585103498147,56.55932430620727,44.14561227830308,71.11622881837826,87.18823136074892,6.547619047619051,83.97583968785884,69.87119070059691,100.0,78.15533980582524,83.87096774193549,91.21258493228656,90.5526252808972,63.0281690140845,88.52286057045063,80.56259630788452
Denmark,2020,100.0,100.0,99.76019892857354,98.68045472730296,34.68895750878616,83.5428742968644,80.91385700081352,50.96608124413461,43.92560033892428,70.76936199249405,85.11868940153795,6.428571428571427,84.87621092361465,69.80835689601005,100.0,79.126213592233,82.25806451612905,93.89347021557242,90.5526252808972,62.32394366197183,92.1065622623831,80.78517908453061
Spain,2012,100.0,100.0,98.8136934680787,89.29900702588745,12.90410112796934,89.43527578640396,66.53993039862604,34.11931894355813,43.958818771784536,57.50312748777435,21.086593112671352,11.190476190476192,85.79594645857071,39.082626453031736,100.0,40.776699029126206,29.032258064516128,76.78429266669332,63.941649654414256,33.80281690140845,65.72520437746626,63.6450162037672
Spain,2013,100.0,100.0,98.73513794468042,89.25798896895213,9.613732539533942,94.08972975291078,68.76751333273072,36.35393484381285,50.29968803558705,57.70499260775614,16.723503844867935,10.833333333333332,86.73589757133314,40.49638705623624,100.0,36.89320388349512,22.58064516129033,72.10321995729413,61.58610073138524,27.464788732394368,63.40675138139151,62.61174516039984
Spain,2014,100.0,100.0,98.655991778249,89.21640902082592,12.90410112796934,95.17114695980956,71.054415619633,37.41681190508111,48.92978875002407,57.571363584669626,22.2500835840856,10.95238095238096,87.69697293942905,41.97298146402764,100.0,37.378640776699,22.58064516129033,78.50226850798657,61.14227601746516,27.81690140845069,68.13831387732029,63.790801536833854
Spain,2015,100.0,100.0,98.66396545919544,89.17404242503247,13.553658878668926,92.3292997591292,72.67129169303081,38.7102828797426,47.98065628069094,57.92675992266575,30.220661985957875,11.071428571428571,88.68014391848047,43.48099277411248,100.0,36.89320388349512,24.193548387096783,75.15015463097846,63.45110326255686,27.112676056338017,65.72520437746626,64.06593405837918
Spain,2016,100.0,100.0,98.6722344616584,89.13167582923901,13.553658878668926,95.88589726179156,73.94524541263671,40.02895830540287,47.9467157079859,57.75048333901967,38.31828819792712,10.95238095238096,88.68014391848047,45.020420986490734,100.0,38.83495145631068,24.193548387096783,72.10321995729413,62.49994699460216,29.577464788732385,65.72520437746626,64.79202683388868
Spain,2017,100.0,100.0,98.68020814260488,89.08301605210752,12.251737503548751,95.55425312167188,75.2191991322426,40.53143853063413,48.849390513971,57.039690663027415,46.37913741223671,10.95238095238096,89.68645044262036,46.55984919886899,100.0,44.17475728155336,30.64516129032259,80.31315199787086,68.28911976821696,29.92957746478872,68.13831387732029,66.96953015757902
Spain,2018,100.0,100.0,98.68847714506782,89.03278297964155,8.946967905822135,96.61780157102125,76.40276145710928,39.5549001206596,49.17098345818329,56.03889457523027,52.96221999331328,10.95238095238096,89.68645044262036,48.09927741124724,100.0,44.17475728155336,30.64516129032259,76.78429266669332,66.56239712646925,32.74647887323944,68.13831387732029,67.11525012872336
Spain,2019,100.0,100.0,98.69674614753085,88.98254990717555,6.928827260561064,99.47680277894916,77.4168399168399,39.581177101488144,50.48672225538715,56.10713067212555,56.81043129388165,10.71428571428572,89.68645044262036,49.6387056236255,100.0,46.11650485436894,30.64516129032259,78.50226850798657,68.28911976821696,31.690140845070417,70.65413925702245,68.00197587792846
Spain,2020,100.0,100.0,98.70501514999378,88.93209207823324,3.504146628529753,88.04079794723714,78.4213142908795,36.605979353800784,51.02856785225981,51.85090412828384,52.036108324974926,10.71428571428572,89.68645044262036,51.11530003141689,100.0,43.20388349514562,27.41935483870969,75.15015463097846,65.47847643674098,29.22535211267605,70.65413925702245,65.86233990583555
Estonia,2012,100.0,100.0,87.85460731097945,89.49634321212966,27.77071231347989,45.83550736550194,68.83530687878513,71.98444831746885,38.77433611276933,59.18059820311612,70.46138415245737,41.42857142857143,83.09403413681095,42.60131950989632,100.0,52.912621359223294,48.38709677419355,76.78429266669332,57.487831848451705,40.14084507042253,59.02600875181885,65.17805892554883
Estonia,2013,100.0,100.0,89.01965069371025,89.44363781842372,25.39236482586577,51.65857807574923,70.73183132965741,70.71135540957233,37.2335303972732,60.19276697372908,75.10865931126713,33.928571428571445,85.79594645857071,41.43889412503927,100.0,42.23300970873783,40.322580645161295,75.15015463097846,57.115022407366446,28.873239436619716,56.9516564769202,63.85875416047398
Estonia,2014,100.0,100.0,90.18174086127564,89.39329236771957,26.58622040444573,50.8909362514205,72.77919642050077,66.60946507574744,37.02362841572145,60.53110428750139,79.38482113005684,33.928571428571445,87.69697293942905,40.2764687401822,100.0,44.66019417475727,43.548387096774206,76.78429266669332,58.25183776902811,29.577464788732385,61.17580835537581,64.96787148278038
Estonia,2015,100.0,100.0,90.68585469000104,89.40632824334833,28.9459862932396,54.86566268074239,74.63165506643767,68.54967153773966,35.88457316720908,63.38564767428636,82.52758274824474,32.97619047619048,89.68645044262036,39.082626453031736,100.0,53.88349514563103,51.61290322580646,82.22756937495996,68.28911976821696,29.22535211267605,65.72520437746626,68.10541463623672
Estonia,2016,100.0,100.0,90.77976693225916,89.42183644021702,30.112184707705808,55.23232958565916,76.31067522371869,65.25700496045047,36.30148857093337,65.92175594222675,80.95620193915079,31.42857142857144,91.77301324074826,37.92020106817466,100.0,61.165048543689295,56.45161290322581,84.2580810999673,71.4859186564539,31.690140845070417,70.65413925702245,69.65896895297912
Estonia,2017,100.0,100.0,90.8745651390669,89.44139025366016,29.53021117741477,58.45728294820197,77.90043387869476,65.94825043571525,36.19990756609988,69.07198908222449,84.55031761952525,30.476190476190485,93.96662504108608,36.7263587810242,100.0,65.04854368932038,61.29032258064515,86.41968178229843,76.00977184557208,28.521126760563376,76.03175161493718,71.44880747167564
Estonia,2018,100.0,100.0,90.97143059649042,89.46577633134498,34.12438883551809,59.53798540479875,79.07608695652173,72.95669660812442,36.69529549962448,70.04151029227796,85.87094617184889,29.52380952380953,95.1071207373023,35.532516493873686,100.0,65.53398058252426,61.29032258064515,88.73047284868001,80.59313999164617,29.22535211267605,76.03175161493718,72.47578274835458
Estonia,2019,100.0,100.0,91.06947733998,89.43397328994033,33.55770170072779,62.41414061997443,80.32461809635721,71.47875050274837,38.3846213098654,69.11179347208005,88.87328652624541,29.52380952380953,97.4836239955098,34.37009110901664,100.0,63.106796116504825,61.29032258064515,82.22756937495996,76.85714133622031,32.74647887323944,73.28181514120078,72.12939806223005
Estonia,2020,100.0,100.0,91.13562935968392,89.44206452308921,28.9459862932396,62.04818846535966,82.03979481153392,64.82584796889664,38.83956941208186,69.93062663482317,80.70879304580407,28.690476190476197,98.72330656429654,33.23908262645304,100.0,63.592233009708735,61.29032258064515,88.73047284868001,77.73649448731977,33.09859154929576,78.91588331992469,72.38568996380995
Finland,2012,100.0,100.0,95.79225903240857,87.17977821030911,41.30411474463384,76.56977035072794,72.15267106571453,50.20565759485186,42.11423289491421,59.521778687592416,78.25810765630224,38.57142857142858,93.96662504108608,40.3707194470625,100.0,81.06796116504853,82.25806451612905,96.80775843532312,95.75189077442596,64.0845070422535,92.1065622623831,79.7501452390351
Finland,2013,100.0,100.0,96.96468545305274,87.35992052610996,38.582925011663264,79.06281940404119,75.67454578324143,48.32336774366538,42.077403762830016,59.700898441942456,76.57305249080575,33.45238095238096,96.27886674842978,40.15080113100848,100.0,80.58252427184465,80.64516129032259,96.80775843532312,95.75189077442596,60.56338028169014,92.1065622623831,79.63204839280549
Finland,2014,100.0,100.0,98.1374071952134,87.54017522014897,36.37010968404644,80.52734277280229,79.02298201211244,47.61174420163562,42.00494906506961,59.99943136585918,75.0016716817118,29.52380952380953,96.27886674842978,39.93088281495443,100.0,82.52427184466018,82.25806451612905,96.80775843532312,95.75189077442596,61.97183098591549,92.1065622623831,79.97478477582175
Finland,2015,100.0,100.0,98.90908231791954,87.72042991418795,32.98888014608005,82.67159367874842,82.09063997107474,47.06368145864058,41.77747501396135,61.16513135448653,72.61785356068205,26.54761904761905,97.4836239955098,39.61671379202011,100.0,81.06796116504853,82.25806451612905,96.80775843532312,95.75189077442596,64.78873239436619,92.1065622623831,80.17146913898226
Finland,2016,100.0,100.0,98.91292149763449,87.90068460822698,28.35949256887085,82.30564152413353,84.77243966374401,46.54833087545248,41.6349727512565,61.51768452177871,74.48345035105316,22.857142857142865,98.72330656429654,39.27112786679231,100.0,81.06796116504853,82.25806451612905,100.0,95.75189077442596,65.14084507042253,92.1065622623831,80.28740559765406
Finland,2017,100.0,100.0,98.91646535583293,88.0808269240278,23.583697169629065,83.75229613534509,87.3819262406219,44.74648076149619,41.539168865181296,63.82918230410556,75.0785690404547,20.238095238095244,98.72330656429654,38.89412503927113,100.0,79.61165048543688,82.25806451612905,96.80775843532312,95.75189077442596,63.38028169014084,92.1065622623831,80.05040905987089
Finland,2018,100.0,100.0,98.9205998570644,88.26108161806681,18.65193015087985,84.48420044457464,90.03604356865226,43.99249229119185,42.10484507693195,67.41157739110653,79.3547308592444,18.571428571428573,98.72330656429654,38.548539114043365,100.0,80.09708737864077,80.64516129032259,96.80775843532312,95.75189077442596,64.78873239436619,92.1065622623831,80.33431840634351
Finland,2019,100.0,100.0,98.9256203228455,88.44133631210582,14.844452584602038,86.26249919590589,92.55513875079092,44.65370693122403,41.74979298657783,68.00011372682818,81.58141089936476,15.476190476190478,100.0,38.20295318881557,100.0,78.15533980582524,79.03225806451613,100.0,95.75189077442596,62.67605633802817,92.1065622623831,80.38959139526685
Finland,2020,100.0,100.0,98.93064078862656,88.62159100614483,16.124307229326092,85.89654704129111,94.98045286088764,43.13178710282881,42.38022107107781,68.37541225975207,78.02407221664996,9.285714285714288,100.0,37.85736726358781,100.0,81.06796116504853,83.87096774193549,100.0,97.77926394861004,67.6056338028169,92.1065622623831,80.89955539270458
France,2012,100.0,100.0,95.45647846810826,87.75830138045427,52.226121663735256,86.15814565181654,66.69020609238001,39.77047861643652,48.89295961793988,47.50653929261915,71.06318956870612,53.92857142857143,81.3831638343105,87.4960728872133,100.0,51.9417475728155,58.06451612903227,96.80775843532312,93.88688824325432,55.31504157684037,92.1065622623831,77.95573674430645
France,2013,100.0,100.0,95.83478533078964,87.84415835442297,51.21930497330044,87.95359841039533,69.21269095182139,39.69701032309961,48.29887923896087,48.928124644603685,70.82246740220663,53.21428571428572,81.3831638343105,89.03550109959157,100.0,54.85436893203882,59.67741935483872,96.80775843532312,95.75189077442596,55.31781439720925,92.1065622623831,78.70700563458134
France,2014,100.0,100.0,96.21515944408677,87.92945343720078,51.72355233398031,91.52734992030535,71.80183946488293,39.673950931760295,45.901134240982856,48.24576367565106,69.61885656970912,52.5,81.3831638343105,90.57492931196984,100.0,55.82524271844659,59.67741935483872,100.0,95.75189077442596,55.3127527560995,92.1065622623831,79.2772272750061
France,2015,100.0,100.0,96.59848677254932,88.01429900702587,49.6963817061029,88.68621746992687,74.42149507366899,39.65357286499532,47.60851354734348,48.88263391334016,69.3480441323972,51.78571428571429,80.5527289249386,92.14577442664152,100.0,53.88349514563103,58.06451612903227,96.80775843532312,92.1601656015066,55.77700279511189,92.1065622623831,78.55420852067785
France,2016,100.0,100.0,96.98417667314403,88.09858268566006,47.64162968024527,90.48167022850566,76.86827714001627,39.39187558653976,48.26036511390552,49.058910496986215,70.34102306920762,50.83333333333334,80.5527289249386,93.71661954131322,100.0,57.76699029126212,59.67741935483872,96.80775843532312,93.88688824325432,55.91150195798655,92.1065622623831,79.33287653591468
France,2017,100.0,100.0,97.3722291458711,88.18241685134157,46.08200882223704,90.4988242357532,79.04953448431709,39.420297627027765,48.63780353944807,49.4853861025816,72.5075225677031,49.76190476190477,80.5527289249386,95.28746465598492,100.0,59.223300970873765,61.29032258064515,100.0,97.77926394861004,55.91653427951218,92.1065622623831,80.2349878994364
France,2018,100.0,100.0,97.7632348337635,88.26580150407034,45.033241105926805,91.2135745377352,81.1319262406219,39.52004290119319,48.7514202083614,50.72500852951211,73.81477766633233,48.92857142857143,80.5527289249386,96.8583097706566,100.0,55.33980582524271,59.67741935483872,100.0,97.77926394861004,55.9172141791172,92.1065622623831,80.22540316872184
France,2019,100.0,100.0,98.15630777227167,88.34873664384637,44.50611336580451,92.29427699433212,83.2261818674862,39.072261697278456,48.71098037705326,50.13931536449451,75.83082581076563,48.21428571428572,80.5527289249386,98.4291548853283,100.0,61.165048543689295,56.45161290322581,96.80775843532312,92.1601656015066,55.91354693224036,92.1065622623831,79.9809853646665
France,2020,100.0,100.0,98.5523339259452,88.43110989243155,42.913600076230864,87.63982302782529,85.1317454578324,35.536667113554095,49.20203547150916,48.50733538041624,77.18823136074892,47.02380952380953,80.5527289249386,100.0,100.0,63.592233009708735,59.67741935483872,96.80775843532312,92.1601656015066,55.91627770572678,92.1065622623831,79.97955536007326
United Kingdom,2012,100.0,100.0,99.77969014866486,97.92999285274404,47.64162968024527,78.55749094053988,63.810110277501565,53.915538275908304,56.79196595351343,61.58307744796997,76.38248077566031,8.928571428571427,75.88270610220721,20.452403393025463,100.0,51.9417475728155,54.838709677419374,86.41968178229843,87.63631241238845,45.77464788732394,81.9479824963623,72.20288611829147
United Kingdom,2013,100.0,100.0,99.74395624516411,97.95280563509436,42.913600076230864,79.272241242522,65.81340956340955,53.084863922777856,55.68829555739566,62.06073012623679,78.20795720494817,8.333333333333332,77.38342338204941,20.26390197926483,100.0,53.88349514563103,58.06451612903227,93.89347021557242,90.5526252808972,45.77464788732394,88.52286057045063,73.64158706478923
United Kingdom,2014,100.0,100.0,99.7082223416634,97.9686509666776,41.84251796807246,81.41649214846791,67.26080177167132,54.35634803592976,42.757900209902,63.08711475036961,82.69140755600134,7.976190476190478,78.15400376233242,20.04398366321081,100.0,51.9417475728155,54.838709677419374,93.89347021557242,87.63631241238845,45.77464788732394,85.14405674043861,73.1616993021986
United Kingdom,2015,100.0,100.0,99.67219311664608,97.9844962982608,41.30411474463384,78.92344309515477,68.31103678929765,53.96541091299102,43.19960908163068,63.80928010917776,85.51989301237045,6.666666666666668,78.15400376233242,19.792648444863342,100.0,50.970873786407765,53.22580645161291,93.89347021557242,87.63631241238845,45.77464788732394,85.14405674043861,72.9243163620499
United Kingdom,2016,100.0,100.0,99.63645921314534,98.00011687336767,40.76378520860115,80.35294369911867,69.13698815872728,53.70693122402467,43.58932388453465,64.67076083248037,87.69307923771314,6.19047619047619,78.93872401844372,19.50989632422244,100.0,51.9417475728155,53.22580645161291,93.89347021557242,87.63631241238845,45.77464788732394,81.9479824963623,73.04600866912828
United Kingdom,2017,100.0,100.0,99.60072530964462,98.01573744847455,38.03275338600403,81.06769400110079,70.02508361204012,53.896769003887925,44.49272083036453,65.63175253042195,89.08057505850886,5.833333333333336,78.93872401844372,19.19572730128812,100.0,54.36893203883494,53.22580645161291,93.89347021557242,87.63631241238845,40.14084507042253,81.9479824963623,73.03680350749244
United Kingdom,2018,100.0,100.0,99.56499140614387,98.03113326710508,34.68895750878616,81.06769400110079,71.05554551206725,53.00764177503687,45.7552619923357,66.72637325145001,90.19057171514544,5.357142857142858,78.93872401844372,18.91297518064718,100.0,49.02912621359221,50.000000000000014,86.41968178229843,87.63631241238845,40.14084507042253,81.9479824963623,72.22270242658128
United Kingdom,2019,100.0,100.0,99.52896218112662,98.0465290857356,31.959570975671312,81.87536184234034,72.19786676308414,52.533047325378746,47.123957711490704,66.65245081314683,91.88565697091272,4.761904761904766,78.93872401844372,18.6302230600063,100.0,53.39805825242718,51.61290322580646,86.41968178229843,87.63631241238845,40.14084507042253,81.9479824963623,72.64560869850607
United Kingdom,2020,100.0,100.0,99.49322827762585,98.06170014788977,28.41824454168767,74.4612569598811,73.0328572719877,44.21396970103231,47.86463247896165,67.17275105197317,89.01370779003678,4.5238095238095255,78.93872401844372,18.347470939365397,100.0,54.36893203883494,54.838709677419374,86.41968178229843,83.84960624406546,40.14084507042253,81.9479824963623,71.66872947796298
Georgia,2012,51.01351351351352,100.0,1.4724730814437803,24.2894323999946,48.10639239889875,19.71281332866363,45.10304619000272,40.88590963936185,66.28353136012632,54.81348800181962,38.25810765630224,11.071428571428571,41.03887912724622,27.11278667923344,0.0,23.300970873786383,25.80645161290325,0.0,0.0,0.0,0.0,22.01482601821618
Georgia,2013,56.41891891891892,100.0,2.1942388678554607,23.2978068263037,51.370756041538215,22.23588189466011,46.18717798065623,52.63547392411853,68.2342717941805,53.76720118275901,39.05048478769642,12.023809523809527,43.38740938496673,24.599434495758715,4.927214113333122,25.242718446601916,29.032258064516128,7.347159980585616,1.8225422133071727,13.380281690140848,5.711899623778464,24.780636298720434
Georgia,2014,60.81081081081081,100.0,2.914232725167892,22.271006864062784,60.52343612649577,22.80768213624572,47.17809364548495,55.296956696608135,66.18917175374068,55.5697714090754,45.66031427616182,12.380952380952383,45.14757773794409,22.117499214577464,15.518350181752083,30.097087378640737,33.8709677419355,14.091674499092562,2.4513684945884933,22.88732394366197,9.242081190751932,27.526221610524868
Georgia,2015,64.86486486486487,100.0,3.631864010348039,21.239936528771075,62.12956515384181,23.77974254694118,47.81422308596221,63.89006569245208,61.298840724835856,59.18628454452403,48.77967235038449,15.95238095238096,46.60980749091711,19.6669808356896,16.918997918566276,35.43689320388347,38.70967741935485,17.90803075293303,3.061259482014762,29.577464788732385,12.035339743363352,29.6725145914537
Georgia,2016,69.42567567567568,100.0,4.358945584057352,20.20156160799773,62.78597948097684,23.0292547298601,48.48537919190093,68.71859498592306,52.89842862369776,57.23302627089728,48.452022734871285,19.166666666666675,47.74025359149243,17.279296261388623,15.518350181752083,34.95145631067959,38.70967741935485,18.1980168574068,2.7363884765240982,28.16901408450704,12.035339743363352,29.7083570252716
Georgia,2017,73.3108108108108,100.0,5.0919335880973335,19.157005884124548,58.41923313570311,25.16635813278629,49.12772304076651,69.27791929213032,50.63187236418955,51.242465597634464,57.36208625877633,23.21428571428572,48.51083397177544,14.985862393967947,16.918997918566276,28.64077669902912,32.25806451612904,16.494606437452248,3.650234739741009,28.521126760563376,11.089511981693208,29.509371026949765
Georgia,2018,76.35135135135135,98.11320754716984,5.833190594600325,18.10548270948427,56.334132233859634,29.097484793687272,49.94068064720239,64.75935111945302,45.7846290126904,44.941999317639045,61.6148445336008,26.07142857142858,49.29555422788674,12.755262331134162,33.671170747675774,35.922330097087354,35.48387096774195,16.772559782378423,3.4645756460340635,34.85915492957746,11.089511981693208,31.156965826054037
Georgia,2019,79.39189189189187,100.0,6.581535317500169,17.047104462315076,52.77702308258969,30.384035337255,50.99261050348007,64.06167046520982,47.28066205780968,41.291368133742736,65.29923102641257,30.83333333333333,49.69338085530609,10.587496072887234,35.33241373111758,38.3495145631068,40.322580645161295,20.612985879756067,3.2803842284940146,36.97183098591549,12.996547490544812,32.43300066790677
Georgia,2020,82.43243243243242,100.0,7.338149042862966,16.056490292767784,50.51051814794283,25.695273356252983,52.02646208080991,52.9352460115297,47.06161297155731,42.11588763789379,64.74757606151789,34.40476190476191,50.09494299865156,8.419729814640277,38.73422408641491,45.14563106796115,43.548387096774206,14.091674499092562,1.8915795763482488,30.633802816901408,9.242081190751932,31.815459775614773
Greece,2012,100.0,100.0,97.9221178096594,83.92923767098347,14.20043478893774,76.62194712277267,80.28281207629033,31.595119989274707,41.620048527797564,36.438075742067554,21.280508191240383,28.92857142857144,82.23004406365163,24.033930254476928,100.0,36.40776699029127,24.193548387096783,62.10573881950455,46.34955323866761,24.295774647887317,54.94763493486185,58.38241580304491
