Economy,Year,Access to clean fuels and technologies for cooking  (% of population),Access to electricity (% of population),People using safely managed drinking water services (% of population),People using safely managed sanitation services (% of population),"Fertility rate, total (births per woman)","Life expectancy at birth, total (years)",Population ages 65 and above (% of total population),"Government expenditure on education, total (% of government expenditure)","School enrollment, primary (% gross)","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","Unemployment, total (% of total labor force) (modeled ILO estimate)","Hospital beds (per 1,000 people)","Mortality rate, under-5 (per 1,000 live births)",Prevalence of overweight (% of adults),Prevalence of undernourishment (% of population),Gini index,Income share held by lowest 20%,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),Poverty headcount ratio at $8.30 a day (2021 PPP) (% of population),Poverty headcount ratio at national poverty lines (% of population),Prosperity gap (average shortfall from a prosperity standard of $28/day)
Armenia,2013,0.16850541108168282,-0.6496391895364347,-0.8747899358766225,-2.7348417275029386,-0.011018308412570958,-0.9537712877006636,-1.5331672681081423,-1.1098193242175798,-0.22369273743757703,-0.3167886449364098,-1.196182132496216,-0.35065378574461314,-2.1049769941200798,0.5818646169864415,0.33643414466842625,0.24713409715945345,0.5709024489019643,-1.27201087886426,-2.022931625289406,-1.6965336422144375,-1.832260480897305
Armenia,2014,0.18543182183400622,-0.1998889813958195,-0.8772095956456096,-2.7453721805923275,0.37296730700811775,-0.8876964853655719,-1.5153764311587161,-1.0961554862553144,0.09507749298517224,-0.28204966368111595,-1.3507019331016847,-0.29596751240849395,-2.005918282724445,0.49917503974648886,0.33643414466842625,0.04316247451967934,0.5025745194934619,-1.4619363330299062,-1.9918076238310718,-1.6965336422144375,-1.7840057224644958
Armenia,2015,0.20235823258632962,0.2498612267447957,-0.8840601935569654,-2.75626590187864,-0.011018308412570958,-0.8883540769493202,-1.477059709119762,-1.0824916482930491,0.3930120059833355,-0.23608498542629508,-1.4785746097415677,-0.28503025774127033,-1.9019046201115297,0.4164854625065362,0.33643414466842625,-0.16080914812009475,0.29759073126795316,-1.27201087886426,-1.924160854930575,-1.6965336422144375,-1.6845907867177914
Armenia,2016,0.2108214379624907,-0.04997224534895488,-0.8987108761244663,-2.767994275093598,-0.011018308412570958,-0.8889853648697177,-1.419467409712469,-1.068827810330784,0.5309014029745107,-0.17813611713143712,-1.370645378082217,-0.279561630407658,-1.8203318203132766,0.3371709700518882,0.33643414466842625,-0.18347266174673668,0.09260694304244564,-1.1016315615394578,-1.845181831931568,-1.6965336422144375,-1.6333509925204224
Armenia,2017,0.21928464333865302,-0.1998889813958195,-0.9133309300872983,-2.7806654157720003,-0.011018308412570958,-0.7972381871050679,-1.348538494612488,-1.0551265371960188,0.2380844346069474,-0.13520541103865005,-1.3852258798747068,-0.2740930030740462,-1.720934896088253,0.2595440199898919,0.33643414466842625,-0.43277131163979465,0.43424659008495936,-1.0559914807694504,-1.954925047566354,-1.6965336422144375,-1.6845907867177914
Armenia,2018,0.2277478487148141,0.09994449069793106,-0.8961482828670152,-2.7910877533265905,-0.011018308412570958,-0.6913922457848402,-1.2718269063020051,-1.0173873529454724,-0.0784113315355346,-0.09788755344562758,-1.5967269518531246,-0.32331064907655355,-1.6317852580752896,0.18360461232054864,0.33643414466842625,-0.6140794206529269,0.22926280185945064,-1.27201087886426,-1.9564330278583406,-1.6965336422144375,-1.6845907867177914
Armenia,2019,0.2362110540909764,0.2498612267447957,-0.9101353456666513,-2.7938511863960445,-0.011018308412570958,-0.5329126741013501,-1.184930519679333,-0.6239321653487491,-0.6344772326271926,0.16197216223261854,-1.4857810646504994,-0.37799692241267324,-1.538642539403714,0.10766520465120416,0.33643414466842625,0.3831151789193034,0.7758862371274731,-1.0559914807694504,-2.018757165385041,-1.6965336422144375,-1.7840057224644958
Armenia,2020,0.2362110540909764,0.2498612267447957,-0.9241224084662875,-2.7952912853195624,0.37296730700811775,-1.2816201476945284,-1.1073072486554827,-0.7914167297098925,-0.7771389430635701,0.08339228323592726,-1.4641616999237044,-0.1537832017345837,-1.4577047082532688,0.03172579698185968,0.33643414466842625,1.4936273466247416,1.664149319438008,-0.5718652649615913,-2.033959539256828,-1.7964867305434218,-1.7347953624143762
Austria,2012,0.41393836699036907,0.2498612267447957,0.7184488218857205,1.0465682960222589,-0.6572298144396429,0.7071998381957323,0.3530521696938912,-0.7148158623951933,-0.022808802969727725,0.4283549180592396,0.7591134354690775,1.530554017017893,0.4646057311582281,1.7142055624559933,0.33643414466842625,0.2697976107860954,0.024279013633942546,0.03534972026407804,0.6724179510618423,0.30252812436524545,0.5422255677736938
Austria,2013,0.41393836699036907,0.2498612267447957,0.7325583991040393,1.046546672915299,-0.6572298144396429,0.7598071648956475,0.41809421927327184,-0.7289825715600138,0.06065591302934892,0.48797247104321584,0.6823563110902222,1.5141481350170571,0.5066241256977174,1.7158931048486452,0.33643414466842625,0.2018070699061704,0.22926280185945064,0.45772400026587107,0.8436922491213801,0.35250466852973766,0.9460919293391815
Austria,2014,0.41393836699036907,0.2498612267447957,0.7323950465457957,1.0465250498083398,-0.5741729353082997,0.8528169185010961,0.4672469415625355,-0.8496318405948378,0.10618581406826036,0.4714373227601291,0.6309055748799414,1.4813363710153857,0.5495089396580861,1.7142055624559933,0.33643414466842625,0.2697976107860954,0.16093487245094815,0.5837490454169537,0.8436922491213801,0.38582236463939895,0.9460919293391815
Austria,2015,0.41393836699036907,0.2498612267447957,0.7322316939875522,1.046507751322772,-0.4508452290450191,0.7739059284512253,0.4863401823882006,-0.7611479685981719,0.1334184622810984,0.49085474459714934,0.6094538021277723,1.459461861680938,0.5932966578174588,1.707455392885384,0.33643414466842625,0.2697976107860954,0.09260694304244564,0.03534972026407804,0.6347116560543337,0.35250466852973766,0.4209799618360721
Austria,2016,0.41393836699036907,0.2498612267447957,0.7320683414293072,1.0464861282158122,-0.2886997863629624,0.8926143611495791,0.4963686922352414,-0.7115644865213001,-0.00392262635679732,0.6015947285114058,0.5655447047756761,1.3938383336775948,0.6380261191623774,1.6973301385294723,0.33643414466842625,0.2018070699061704,-0.04404891577455995,0.03534972026407804,0.5986817611752268,0.30252812436524545,0.5422255677736938
Austria,2017,0.41393836699036907,0.2498612267447957,0.7319049888710636,1.0464645051088524,-0.328994536821067,0.8932456490699804,0.5251257698226003,-0.6957720894195333,0.13345907771467597,0.6235910266861547,0.6498434680127158,1.3664951970095351,0.6380261191623774,1.688892426566211,0.33643414466842625,0.45110571979922837,0.16093487245094815,0.45772400026587107,0.8436922491213801,0.3191869724200761,0.9460919293391815
Austria,2018,0.41393836699036907,0.2498612267447957,0.7317314267779295,1.0465250498083398,-0.5328973769068852,0.9060818367847595,0.5647969918928432,-0.6987138104482938,0.18741668122064725,0.6936757836291501,0.7550912280780457,1.3118089236734154,0.6837387238911143,1.6804547146029511,0.33643414466842625,0.2018070699061704,0.09260694304244564,0.13080152248002822,0.6347116560543337,0.48577545296838304,0.5422255677736938
Austria,2019,0.41393836699036907,0.2498612267447957,0.7315374456150157,1.0465899191292187,-0.5741729353082997,0.9593204514050722,0.611084425654381,-0.671657718354825,0.26986601138032,0.7303868467897648,0.8176030346136637,1.2680599050045205,0.6837387238911143,1.6720170026396912,0.33643414466842625,0.33778815166602033,0.09260694304244564,0.13080152248002822,0.753539514806348,0.38582236463939895,0.6696915573727151
Austria,2020,0.41393836699036907,0.2498612267447957,0.7313332549172098,1.0466591130714897,-0.6572298144396429,0.7745635200349736,0.670864763573755,-1.0324830266456908,0.22612318941875978,0.6703141979814835,0.7101765788781916,1.1969677496675648,0.730478663681363,1.66357929067643,0.33643414466842625,0.42844220617258644,0.09260694304244564,0.03534972026407804,0.6724179510618423,0.2525515802007536,0.4209799618360721
Azerbaijan,2012,0.03309412506309805,0.2498612267447957,-2.613514565824961,-0.5224475911897286,1.4449485167183076,-1.8854470435561475,-2.843385567604673,-1.5014552895991482,-0.5060918470928474,-0.9211558996136652,0.712020090599081,-0.42174594108156876,-3.5344847003229636,-0.3395335294015992,0.33643414466842625,-2.0596694920541094,-1.3337074741419361,-0.037078719252101267,-0.7227751323404331,1.7018713609710239,-0.3850654470583805
Azerbaijan,2013,0.07541015194390593,0.2498612267447957,-2.5535641769494393,-0.43752067629468994,1.376892000813285,-1.7789172069888206,-2.8417966348756614,-1.7411668465874914,0.010780160597784865,-0.8568356897785347,0.7488903250168719,-0.40534005908073284,-3.409155236105731,-0.43403590339011655,0.33643414466842625,-2.1126686274292106,-1.4135085727940793,-0.2057676969097552,-0.8791908738190826,1.7018713609710239,-0.5026773545160359
Azerbaijan,2014,0.12618938420087492,0.2498612267447957,-2.493950702725297,-0.3707831189741768,1.3426922671264807,-1.6618659050815092,-2.8336696346879293,-1.5163187221655174,1.1397673677152176,-0.6963385624069157,0.758945843494451,-0.31784202174294174,-3.2963452064841507,-0.5251631925933292,0.33643414466842625,-2.228410824473437,-1.437448768072681,-0.41232688945081425,-1.1741054342993569,1.7018713609710239,-0.7733490231325664
Azerbaijan,2015,0.16004220570552172,0.2498612267447957,-2.434725190826985,-0.30664898373161503,1.2393978652770274,-1.5516535556451894,-2.8130135092107773,-1.2969669712446492,1.2497539618395483,-0.5786204425199791,0.750566244763135,-0.43268319574879244,-3.177063698089504,-0.6129153970112383,0.33643414466842625,-2.2288051694343864,-1.4374574840567502,-0.4119684104716373,-1.174077118837117,1.7018713609710239,-0.7732943923668594
