Economy,Year,Access to clean fuels and technologies for cooking  (% of population),People using safely managed drinking water services (% of population),People using safely managed sanitation services (% of population),"Fertility rate, total (births per woman)","Life expectancy at birth, total (years)","Government expenditure on education, total (% of government expenditure)","School enrollment, primary (% gross)","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)","Unemployment, total (% of total labor force) (modeled ILO estimate)","Wage and salaried workers, total (% of total employment) (modeled ILO estimate)","Hospital beds (per 1,000 people)","Mortality rate, under-5 (per 1,000 live births)",Prevalence of overweight (% of adults),Prevalence of undernourishment (% of population),Gini index,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),Poverty headcount ratio at $8.30 a day (2021 PPP) (% of population),Poverty headcount ratio at national poverty lines (% of population)
Belgium,2020,0.48858276145472124,1.020835720470999,0.7001742942662372,-0.07199109390955219,0.444308537462986,0.12060849890778498,0.43900569670708933,-0.536526018594053,0.38227540419120426,0.6157464400248109,0.19875323885177,0.4951510035148716,0.2347704307701587,0.6538933465272111,0.3861537021392478,1.359934850461884,0.9363573247842838,1.1350891838610362,0.9756440742045029
Bosnia and Herzegovina,2012,-2.3982859387047277,-0.9461808294544971,-1.8227425983341443,-1.8549466158857473,-0.679490113140832,-0.42088517223995914,-2.543957995725606,-1.8082805722804733,-1.8641062118382294,-2.027881745892859,-1.129545097068948,-1.668554263079864,-0.943149648901708,0.2073686590629036,0.3861537021392478,-1.0854638688360907,-1.7370648116345573,-1.3999219342839322,0.024957796600528628
Bosnia and Herzegovina,2013,-2.3982878622353567,-0.9376371792452949,-1.7667702194189308,-1.69188764616313,-0.6556338470315314,-0.42088517223995914,-2.468371426058981,-1.8043917087097794,-1.6866809684690236,-1.9972699472513435,-0.96876418084107,-1.7296643588117762,-0.943149648901708,0.15009007906928343,0.3861537021392478,-1.0505800886939922,-1.707729016875786,-1.3822005894341647,0.024957796600528628
Bosnia and Herzegovina,2014,-2.3982912209180918,-0.9291000242275936,-1.7018372433935232,-1.792065573074727,-0.6660314515829878,-0.42088517223995914,-2.0080286131445084,-1.8089569796384193,-1.7237420752683934,-1.9988739963874982,-0.7463839983805814,-1.6598957448514382,-0.943149648901708,0.09192106982720098,0.3861537021392478,-1.3403250504021538,-1.7627079058489195,-1.424738700307995,0.024957796600528628
Bosnia and Herzegovina,2015,-2.3982931398636067,-0.9216982868562691,-1.625030155052197,-1.4191520670277,-0.6701795779034352,-0.42088517223995914,-1.1497373436269698,-1.791547346145482,-1.8208647415072496,-2.0094085394442276,-0.8601056938824411,-1.6426314319790172,-0.943149648901708,0.02901096995274555,0.3861537021392478,-1.647218861762542,-1.8168327593166917,-1.4657080122202975,0.024957796600528628
Bosnia and Herzegovina,2016,-2.3982935835914434,-0.9196739739388519,-1.5353376578779967,-1.1868812476683168,-0.6569356824723425,-0.42088517223995914,-0.8150550950378617,-1.7749979910651847,-1.7231863780936112,-1.8684469363677512,-0.8765414196346163,-1.6168654594193548,-0.9684521861352778,-0.034928625321944656,0.3861537021392478,-1.6542275910227064,-1.8178079993703804,-1.4663999910913872,0.024957796600528628
Bosnia and Herzegovina,2017,-2.3982948347403195,-0.9097955315822092,-1.4310944648858548,-0.8323261538079642,-0.5881582203343035,-0.5769958878809202,-0.3483611812658421,-1.7552593836335846,-1.5936880714700752,-1.5183721098874474,-0.8909872574620984,-1.6168654594193548,-0.9684521861352778,-0.0979238695998935,0.3861537021392478,-1.6750880676751259,-1.8207543131682642,-1.4684954433944004,0.024957796600528628
Bosnia and Herzegovina,2018,-2.398296503937012,-0.9088476703292864,-1.3104465175606668,-0.3347049321935796,-0.4356529266533386,-0.7402551487451813,-0.03606053151264843,-1.7360470390715699,-1.3347706992732933,-1.3383722196160748,-0.5693008840089347,-1.6254368328555644,-0.9684521861352778,-0.16392236363484633,0.3861537021392478,-1.5453933098196229,-1.6734456301401506,-1.409739353968856,0.024957796600528628
Bosnia and Herzegovina,2019,-2.398298245798038,-0.9223827731992233,-1.3104465175606668,-0.30592334657864056,-0.5857564871843293,-0.4929082068283806,0.2127899484700035,-1.7271217387857645,-1.3341076716574236,-1.0761019127925753,-0.9218745380380357,-1.6598957448514382,-0.943149648901708,-0.22893422110645534,0.3861537021392478,-1.7502418397055275,-1.7359440365060557,-1.4342731891581473,0.024957796600528628
Bosnia and Herzegovina,2020,-2.398298530882788,-0.982210558273535,-1.3104465175606668,-0.2714579085454559,-0.9251732394898119,-0.4929082068283806,0.07712230372383184,-1.761836589414816,-1.2576758468340397,-1.0944821198650487,-0.8690083966240247,-1.6598957448514382,-0.917122692174785,-0.2949537164559118,0.3861537021392478,-1.7501083516325866,-1.7361243690339156,-1.4343158019518112,0.024957796600528628
Bulgaria,2012,-2.3569608199306784,0.15924986896518656,-1.0825555480357607,-0.3577696782163559,-1.298846515440758,-0.23829021840612824,0.0974755482803233,-0.734128012843538,-1.2366869856933067,-0.6709337541883583,0.8502366785831823,0.9827283061523432,-1.5070468513159432,0.8208162021060655,-2.70874688805943,-1.1198301294822228,-1.4610340141529559,-1.1892972072212507,-0.9157363859130476
Bulgaria,2013,-2.356979464563556,0.2699673131063171,-1.0393189554049374,-0.1287053649572894,-1.187159946845593,0.0747815517460318,-0.23093051312030285,-0.5398478323882027,-1.1725974668361934,-0.7585565331440418,0.8233635543171601,1.0870250835655988,-1.4301164497310999,0.7857328682040838,-2.7080874725844657,-1.2553073210852557,-1.5151973175054652,-1.135110881117998,-0.9157363859130476
Bulgaria,2014,-1.7757583097985299,0.38369676452842955,-0.9896062812869616,0.31876548232652563,-1.2685104186831504,0.20057766476179822,-0.13384555578720383,-0.48944866327684433,-1.0937420576594585,-0.553480861014634,0.6411202633296985,1.247061980496758,-1.3427895194960948,0.7517692010076367,-2.7080874725844657,-1.4339856234210124,-1.3971771208833161,-1.0564991959687513,-0.9157363859130476
Bulgaria,2015,0.48858276145472124,0.3647507439848789,-0.9351177169260405,0.4283859931398681,-1.238258157917073,0.3214254911724301,-0.1596613263921091,-0.3852706946574145,-0.9041492741129257,-0.18866008461722455,0.7223396605189484,1.3041423033679094,-1.2605151826429886,0.7174058482006591,-2.707691823299487,-1.6979557250005024,-1.6777295542188029,-1.1493010603596792,-0.9157363859130476
Bulgaria,2016,0.48858276145472135,0.34607532233047483,-0.8778571559363905,0.5911119254071203,-1.1973769952021263,0.4376346290091462,-0.38436287940900715,-0.5093400208885704,-0.872153074676337,0.11700881140331382,0.8554193825776497,1.323041430599265,-1.167913953421871,0.6842288902766934,-2.7080874725844657,-2.127676658165386,-1.48005389537861,-0.9822439573976341,-0.9798487884611077
Bulgaria,2017,0.4885827614547213,0.3276667167593044,-0.8177185859959865,0.8048713308873374,-1.196875643251728,0.5497891625458017,-0.4896920438711381,-0.0832658092216531,-0.5791765441474606,0.4479446649740474,0.7948950909270912,1.411961386628839,-1.0850649162318986,0.6522883244305805,-2.6838209831057696,-2.08525761068203,-1.1928458300596387,-0.9872427675167212,-0.7957555309404961
Bulgaria,2018,0.48858276145472124,0.3095212068103942,-0.769372012942573,0.9103644491491798,-1.1655637148206597,0.2111144363057781,-0.6674665205919681,-0.07492071667454378,-0.29453929266935674,0.7134590551732769,0.7752035206933517,1.47201083119896,-1.016998758608456,0.6216323345193803,-2.5984926206453554,-2.275208565106922,-0.9686444319457582,-0.837122492538249,-0.8764139573618421
Bulgaria,2019,0.4885827614547213,0.2916137129869427,-0.7195627531059821,1.2212337204836565,-1.1337990511553973,0.1792269186671656,-0.7467254284113473,0.1970034412053688,-0.2569413366101356,1.036488589962114,0.8785234317910163,1.5586586235072006,-0.943149648901708,0.5939436261212407,-2.523187373404402,-2.0640030068672637,-1.0210657904928062,-0.7727186272990703,-1.0299044620378335
Bulgaria,2020,0.4885827614547211,0.27398362975424256,-0.6682582468413765,1.1185510927477536,-1.4809567928181353,0.2583512184437408,-0.7232835494511846,0.04599895060117125,-0.43161298568639644,0.7395254647903489,1.0236906077509185,1.6082338069420663,-0.8903406287918562,0.5643572688663802,-2.161695810028829,-2.1064821227948998,-0.29899796708165455,-0.5503678631802176,-0.809390018638229
Croatia,2012,0.48858276145472124,-1.1410054907012699,-0.40415062075854835,-0.242797177103414,-0.6453801361376944,-0.8617377406619857,-0.2470478733444819,-1.2886645670102463,-0.6758091144696851,-1.1014255323446602,-0.26568124535029086,0.6466653692165458,-0.45570739405039373,-0.71278541993101,0.3861537021392478,-0.3026001357342436,-0.7035542345651358,-0.9120778485893293,-0.4271645874895388
Croatia,2013,0.48858276145472124,-1.1310264925228801,-0.4236939611739243,-0.5903394701340104,-0.5381911417937391,-0.8617377406619857,-0.2773601364265239,-1.3194464494543419,-1.0337818240270937,-1.2321737722109942,-0.11858456189119279,0.6413279039302429,-0.41388130699887427,-0.8535498411385806,0.3861537021392478,-0.18182902779313764,-0.7797509776131275,-0.8569261074645502,-0.4111999781379997
Croatia,2014,0.48858276145472124,-1.126857248765977,-0.44281108525914037,-0.5903394701340104,-0.49617469561226013,-0.943087590920212,-0.206025124719149,-0.9253728400492055,-1.0000966604273371,-1.2358938395642824,-0.046018259095637525,0.6679620326802375,-0.3705379393348669,-0.995894267914173,0.3861537021392478,-0.20606867242765756,-0.7797509776131275,-0.7493732165738436,-0.5054753538009615
Croatia,2015,0.48858276145472124,-1.1223752092676262,-0.45184572247051624,-0.8859298770210019,-0.6171915385252092,-1.0263758125421514,-0.08320056454458091,-0.7846854233998389,-0.8629088815041899,-1.1260596146986512,-0.05618413534416901,0.4841605797565592,-0.3255955622166425,-1.1446333733612397,0.3861537021392478,0.03829359612183362,-0.29899796708165455,-0.7165767044811339,-0.4271645874895388
Croatia,2016,0.48858276145472124,-1.1175671983164934,-0.46068100241770776,-0.7670468972108209,-0.44126680156260206,-1.1116788360344327,-0.230994411288554,-1.0033131229652188,-0.715267986057973,-0.7790387119972261,0.09301785413228819,0.4455120971042804,-0.3255955622166425,-1.3000397234858398,0.3861537021392478,0.08769974200801185,-0.5245876689804133,-0.5726384227606315,-0.5054753538009615
Croatia,2017,0.48858276145472124,-1.1124107920561397,-0.46930755294856213,-0.826380921880519,-0.4955138340849574,-1.1993197384145395,-0.13753176477876905,-0.8652742159346362,-0.5123309251775708,-0.5221260826208349,0.1770369717897009,0.46211057916728776,-0.2789665572570486,-1.4571730715414561,0.3861537021392478,0.21201545425097001,-0.16285956807288926,-0.5272146544677865,-0.3951318710543289
Croatia,2018,0.48858276145472124,-1.1069178801937638,-0.4778105568825193,-0.5318702528146275,-0.4419678031982759,-1.2281383315001122,-0.21178246739827605,-0.8805630408006797,-0.2527756806762967,-0.05678405549394743,0.2548371695792068,0.4951510035148716,-0.2789665572570486,-1.6185783507957474,0.3861537021392478,0.38802403408607483,-0.006713781585690784,-0.20961519818892824,-0.2284875328072309
Croatia,2019,0.48858276145472124,-1.1010915682187221,-0.48614116755840286,-0.5318702528146275,-0.35526348754980275,-1.1301262395607699,-0.18625438241785652,-0.8387487274638804,0.04330749007855159,0.3346479252555406,0.30796764095382195,0.5279853871091267,-0.23055688117583129,-1.7843284890976616,0.3861537021392478,0.5920838407368352,0.1740293734929589,-0.1263350391578448,-0.2284875328072309
Croatia,2020,0.48858276145472124,-1.0949081601152988,-0.49430084690590265,-0.47361853027759226,-0.5507304657400317,-1.549512565229806,-0.08364020779307021,-0.7467549926308789,-0.03742984788891759,0.13158301447148618,0.362164367830424,0.5388849408130972,-0.23055688117583129,-1.9544969359254274,0.3861537021392478,0.43874374305362496,0.1740293734929589,-0.031565499114610686,-0.37895908044693655
Czechia,2012,0.48858276145472124,0.5202015322539275,0.47457306307770664,-0.6490256606795888,-0.39788381255340793,-0.8365395194545923,-0.11092148179237704,-0.06410821343470718,0.5450450260941812,0.2491514974173777,-0.2172846847339369,1.2183030897470826,0.8021835657289712,-0.2207528352514348,0.3861537021392478,1.3326728213573578,0.9363573247842838,0.5514148609687463,2.372095676627488
Czechia,2013,0.48858276145472124,0.5844392676179971,0.4841655926017926,-0.5903394701340104,-0.3693058744694914,-0.8138188375214489,-0.2332098411941727,0.13059149446374246,0.49629482209297854,0.2551531661101015,-0.10421533510033078,1.1066700697004128,0.900532265076171,-0.2887213183035658,0.3861537021392478,1.2242107021406468,1.3034072728278059,0.7293164184276969,1.929256674278613
Czechia,2014,0.48858276145472124,0.6338416368003532,0.49303918288449944,-0.18564091079702916,-0.17734153638407335,-0.9117774977760218,-0.47042465517288135,0.22639879767009777,0.7326201551488345,0.4624779190607904,-0.16187617306119748,1.0968562705275136,0.900532265076171,-0.3619906979783644,0.3861537021392478,1.3872561678197968,1.3034072728278059,0.5514148609687463,1.929256674278613
Czechia,2015,0.48858276145472124,0.6417686211584404,0.5021873060536748,0.04077138157890838,-0.2516002264934506,0.8669204134632905,-0.6296616037921582,0.298410935112237,0.9070513544337393,0.7631967724210716,-0.07346905444627251,1.0968562705275136,0.8021835657289712,-0.44078355914761136,0.3861537021392478,1.3872561678197968,1.3034072728278059,0.7975524828333173,1.929256674278613
Czechia,2016,0.48858276145472124,0.643356652322817,0.5113558787249953,0.3736889862394471,-0.11507382691628838,0.9434744196238543,-0.6411959830725011,0.4430245689272873,1.0597806493166153,1.1398757543345148,-0.04874048961141785,1.1017653388379458,0.8021835657289712,-0.5231517813760554,0.3861537021392478,1.524764449900225,1.3034072728278059,0.7293164184276969,2.16292933216047
Czechia,2017,0.48858276145472124,0.6432344648743004,0.5206655672710379,0.6984520965671863,-0.13019285705880645,-0.6731944836669098,-0.569446156288292,0.5710592524447423,1.277337738273833,1.5996887080916196,-0.043293153498888834,1.0919428552781225,0.8021835657289712,-0.6070016710531062,0.3861537021392478,1.6638089198329375,1.3034072728278059,0.9514208788167622,1.9669859119662247
Czechia,2018,0.48858276145472124,0.6430878468021334,0.530109649101275,0.8048713308873374,-0.11429746526099854,-0.31954204276617143,-0.342058948929251,0.6712136479113329,1.4918351211292145,1.9518011676997393,-0.01866552098569841,1.0968562705275136,0.900532265076171,-0.692350019901739,0.3861537021392478,1.6358748931086802,1.3034072728278059,1.038918902228817,1.7828624885005022
Czechia,2019,0.48858276145472124,0.6429168018510004,0.5396889191427299,0.8048713308873374,-0.05160960015539111,-0.07787723901720996,-0.12675144697521304,0.6905610180817064,1.4629990040100216,2.096003338042699,0.0015363076074678163,1.0870250835655988,1.0042362944756527,-0.7792136996387015,0.3861537021392478,1.5524489680563254,1.3034072728278059,1.1350891838610362,2.005187301913622
Czechia,2020,0.48858276145472124,0.642745767093946,0.5494117760175987,0.9627620676864816,-0.354571241266471,-0.5569789235175744,-0.021936131249359402,0.6364913614347798,1.193959144907427,1.7778513476785782,-0.010493557014686463,1.0574264299907272,1.113732372597429,-0.8652636778831904,0.3861537021392478,1.3054697337823364,1.3034072728278059,0.9514208788167622,2.372095676627488
Denmark,2012,0.48858276145472124,0.4915868004259093,0.986188068027552,0.9103644491491798,0.2183413670809229,0.474669803933826,0.3294020469913178,0.7809536420573133,1.0058916931759851,0.07006328860526691,1.3059312505405156,-1.077926218400701,0.10353619649401276,1.5100447961711445,0.3861537021392478,0.8779657361474797,1.3034072728278059,0.665913422918396,1.1429200631488157
Denmark,2013,0.48858276145472124,0.5674249072216705,1.0114365757435024,0.5911119254071203,0.30410368437938157,1.2955774631252197,0.28716143868465255,0.6820801912210519,1.2084842753402067,0.1582630208654459,1.336144947997444,-1.077926218400701,0.10353619649401276,1.5089176198341934,0.3861537021392478,0.6953156699433128,0.3854498849599905,0.7293164184276969,1.1429200631488157
Denmark,2014,0.48858276145472124,0.645385723989787,1.0366464287689137,0.6984520965671863,0.4460787826682365,0.9111948760125563,0.2626055169255946,0.6847587265756493,1.2807137341569703,0.2616399074189649,1.3693222019110154,-1.3673471583677912,0.10353619649401276,1.506661244637069,0.3861537021392478,0.7212517336944767,0.6357670797425969,0.665913422918396,1.1429200631488157
Denmark,2015,0.48858276145472124,0.725521454761988,1.0617983221274583,0.8048713308873374,0.44694612546855705,1.0395064470677782,0.2031633359665014,0.7401852646173946,1.0928611795459637,0.4187292366224954,1.3912857257050582,-1.498631407159599,0.10353619649401276,1.5044021710381845,0.3861537021392478,0.7732795285231892,0.6357670797425969,0.9514208788167622,1.1429200631488157
Denmark,2016,0.48858276145472124,0.8078854112616171,1.0868896875361111,1.2212337204836565,0.5020032693856652,1.1621213360984992,0.23535673365599477,0.8170587129904967,1.1827592633461452,0.49377005134460794,1.4080237521021226,-1.4324948261945585,0.1677271925392588,1.502140396992003,0.3861537021392478,0.7732795285231892,0.3854498849599905,0.9514208788167622,1.1429200631488157
Denmark,2017,0.48858276145472124,0.8925320326936529,1.111935121801864,1.0149261672989645,0.5941393456878247,1.11438498308888,0.18207140771142474,0.8837750283908304,0.942681931924101,0.5356619990791954,1.5046211259701059,-1.4242980401042311,0.1677271925392588,1.4987426681078304,0.3861537021392478,0.6435978183038054,0.9363573247842838,1.1350891838610362,1.1429200631488157
Denmark,2018,0.48858276145472124,0.979516905822387,1.136915088334091,0.9103644491491798,0.5388042648600359,1.078543026799209,0.17618615885148606,0.9324949206679903,0.9161668659040788,0.7376942699082126,1.5492875595367157,-1.4242980401042311,0.2347704307701587,1.4964741339898928,0.3861537021392478,0.7732795285231892,0.6357670797425969,1.1350891838610362,1.1429200631488157
Denmark,2019,0.48858276145472124,1.0688967853399807,1.1618443700567531,0.7517771521184472,0.7268529390405117,1.1264045874274555,0.1358931282821679,1.056498733204121,0.9060119443480259,0.7725063405227603,1.5049700707855609,-1.4407070612504043,0.3048548187889507,1.4942028922601231,0.3861537021392478,0.9042703524633411,0.3854498849599905,0.9514208788167622,1.1429200631488157
Denmark,2020,0.48858276145472124,1.1094491865659757,1.180188315093612,0.6448968083886208,0.7856742365797892,0.906510112161778,0.11722766026632342,1.038662101606595,0.9794263363315292,0.5897626987554889,1.464760013504981,-1.448934817424776,0.37818606900157575,1.4919289408700387,0.3861537021392478,0.9570413262797602,0.6357670797425969,0.9514208788167622,1.086057893471084
Estonia,2012,0.48858276145472124,0.13156231963702542,0.5281073050085742,-0.01549865694967414,-0.8568571720679221,0.2389024581621942,-0.3319676573945819,0.4336868855111085,-0.030272121688444877,-0.33854843754883424,1.359078354961769,0.5006376232402481,0.2347704307701587,0.22383238638434916,0.3861537021392478,-0.39845788032652224,-0.6189715378621087,-0.4780001176148962,-0.27965506204655305
Estonia,2013,0.48858276145472124,0.21017376736382667,0.5229736396270364,-0.242797177103414,-0.6523765860544021,0.462464975623075,-0.471015855069594,0.48724487086068197,0.12543827452960224,-0.09473400272217981,1.3105799798465936,0.14317756614217017,0.4549885920811776,0.15567194403474213,0.3861537021392478,-0.9141759816289144,-0.7035542345651358,-0.4906894543207711,-0.7682506474720376
Estonia,2014,0.48858276145472124,0.29124959511489074,0.5179970522422673,-0.1287053649572894,-0.6802387596184003,0.10622210942828064,-0.49013093106128924,0.5051162352330767,0.04789966384178517,0.1652724947221924,1.2875532559388783,0.14317756614217017,0.6200118159010033,0.086244232581434,0.3861537021392478,-0.7986222525160157,-0.6189715378621087,-0.4517909551298343,-0.7404258571702044
Estonia,2015,0.48858276145472124,0.3748260934754267,0.5172812188221761,0.09681845220640523,-0.5328937715788514,0.5959017215688196,-0.5945933302241789,0.6552755398104841,0.09579526837425359,0.3850049226489685,1.2501730732880696,0.09595694990750105,0.8021835657289712,0.013605400971218453,0.3861537021392478,-0.35061242824692607,-0.29899796708165455,-0.08055605929634624,-0.7543786487537308
Estonia,2016,0.48858276145472124,0.46098318682799644,0.5167387751631272,0.20824138576220855,-0.5189115280291687,0.6380653785433862,-0.5562139834105363,0.7877651872223435,0.4713511412776821,0.2716493486634595,1.1810759730216884,0.018273348446468555,1.0042362944756527,-0.05843670719096781,0.3861537021392478,0.01365821904339672,-0.16285956807288926,0.04887866631725037,-0.6549650374993896
Estonia,2017,0.48858276145472124,0.5340580962564457,0.5164675800808674,0.1526419802561398,-0.39301572941028534,0.475088564289175,-0.5655496712532471,0.9511575950359927,0.375710451339205,0.5427428950192459,1.125335317945117,-0.030133355885175867,1.2295052890840548,-0.1337921431184894,0.3861537021392478,0.21201545425097001,-0.006713781585690784,0.24207092971581914,-0.782042672440777
Estonia,2018,0.48858276145472124,0.5798951590945012,0.5165203110614819,0.5911119254071203,-0.3496345359655861,0.7176790256136055,-0.520115022794278,1.001184485835055,0.31070534883448886,0.6540055301057073,1.0847619570284261,-0.07901159353809362,1.3520946413387127,-0.2105482141058044,0.3861537021392478,0.23701764332341285,0.1740293734929589,0.4504858513340337,-0.7543786487537308
Estonia,2019,0.48858276145472124,0.6256451048858443,0.5168894468025911,0.537098079222502,-0.23118464132256383,0.7055129672400465,-0.366927554965233,0.9532138673166258,0.8704450855540398,0.936743468397386,1.074727318572438,-0.07901159353809362,1.6202038458980548,-0.2866458381186785,0.3861537021392478,0.11247095981299106,-0.29899796708165455,0.279616960100963,-0.6110737401423563
Estonia,2020,0.48858276145472124,0.6722153706064891,0.5181553058634676,0.09681845220640523,-0.24650089717585777,0.35009981667662604,-0.326129564692338,0.9954690528409836,0.5507988893752939,0.2544596006193468,1.0158663534620234,-0.12217589799408914,1.7671552590307622,-0.3619906979783644,0.3861537021392478,0.13728790990223363,0.1740293734929589,0.3190466516357865,-0.5962651954729703
Finland,2012,0.48858276145472124,0.701688025843279,0.3632797716935927,1.2722199206506448,0.4197143504688268,0.6003194950200309,-0.03803857568546492,0.4517559319953739,0.9083512970003481,0.09284947735805513,0.5584026069020044,0.3673485854524409,1.2295052890840548,0.09192106982720098,0.3861537021392478,1.0632387017435279,0.9363573247842838,1.2415649266665554,1.2303939821244771
Finland,2013,0.48858276145472124,0.7862359670454134,0.3740172904303081,1.0149261672989645,0.5469077173870055,0.4806664011726446,-0.04122523711452058,0.4612357444864455,0.5064812777838925,-0.010063033728903166,0.49768248190596726,0.11962203412196949,1.4821027292709184,0.07866200351900769,0.3861537021392478,1.0366066634028872,0.9363573247842838,1.2415649266665554,0.9487031296942106
Finland,2014,0.48858276145472124,0.8732107920279908,0.384777188965589,0.8048713308873374,0.6234979601783691,0.4323517714494724,-0.04749791358136766,0.4770256025752299,0.41060230851201257,-0.10075851696680682,0.5905046826895453,-0.07901159353809362,1.4821027292709184,0.06535698984731161,0.3861537021392478,1.1434699735204081,0.9363573247842838,1.2415649266665554,1.0580477860975936
Finland,2015,0.48858276145472124,0.9626465637417937,0.39557406018697,0.48285589531367873,0.7381898895270838,0.5365924530037615,-0.06722134469594769,0.5385640455888986,0.263069479335736,-0.22974535542100502,0.38325716692922307,-0.23492475866225862,1.6202038458980548,0.046269922903767566,0.3861537021392478,1.0632387017435279,0.9363573247842838,1.2415649266665554,1.2902257283092007
Finland,2016,0.48858276145472124,1.029023823791159,0.4063933366238095,0.04077138157890838,0.7183985053165168,0.48522546518466564,-0.07960053109681876,0.557139080735031,0.5430567569965062,-0.12964227230484413,0.4629043598200478,-0.4353901938040494,1.7671552590307622,0.02516525573645349,0.3861537021392478,1.0632387017435279,1.3034072728278059,1.2415649266665554,1.3206131331477327
Finland,2017,0.48858276145472124,1.0293562030009458,0.4172496914769259,-0.4155848285540167,0.7971644051786981,0.33810637627160417,-0.08793315586930056,0.6785082655228224,0.6219430578692359,-0.09643054883986006,0.5951973244717921,-0.5828727861228111,1.7671552590307622,0.0020114284516988233,0.3861537021392478,0.9835082841627862,0.9363573247842838,1.2415649266665554,1.1717821003218158
Finland,2018,0.48858276145472124,1.0297440210366546,0.42813584736176613,-0.8859298770210019,0.8375564377847703,0.2683844107812251,-0.03885074834652585,0.8651988204794623,0.8997856121593345,0.16329819413685567,0.619924033038924,-0.6791589205359242,1.7671552590307622,-0.01933301094803405,0.3861537021392478,1.0100299608431578,0.9363573247842838,1.2415649266665554,1.2902257283092007
Finland,2019,0.48858276145472124,1.0301872974229596,0.43904444629187395,-1.2477094245522993,0.9372356623082004,0.3900717878355052,-0.0696246762626365,0.895708048487295,0.9950516572184249,0.31586559025511424,0.5668485378757746,-0.8633860979725929,1.9238102525769816,-0.04079273184088509,0.3861537021392478,0.9042703524633411,1.3034072728278059,1.2415649266665554,1.1143470109061882
Finland,2020,0.48858276145472124,1.0306860544779046,0.4499902822842027,-1.1262650609019766,0.9165433131134049,0.23021027470057578,-0.015059265805973006,0.9151396816024251,0.5154054908040537,0.0781814421230059,0.5225011740884455,-1.2556119098352714,1.9238102525769816,-0.06236812829621462,0.3861537021392478,1.0632387017435279,1.3034072728278059,1.3604584811301674,1.5426965339561327
France,2012,0.48858276145472124,0.7203227862293826,0.3961662281177834,2.2868505556138397,0.931325567898716,-0.819824743307679,0.5287638999816481,-0.19455932115327382,-0.1374060078838937,-0.30888102793090166,0.8697235144255857,1.0475249232173462,0.10353619649401276,2.0324337135708648,0.3861537021392478,-0.4461380509430546,0.9363573247842838,1.1350891838610362,0.6927111399472226
France,2013,0.48858276145472124,0.7526413054100929,0.40370404493227974,2.19493325641345,1.0340806464111703,-0.819824743307679,0.48061370148695515,-0.11699093121462271,-0.23151753982739204,-0.32081047624664305,0.9091392604158535,1.0177134370858059,0.10353619649401276,2.070761977090031,0.3861537021392478,-0.3026001357342436,0.9363573247842838,1.2415649266665554,0.6927111399472226
France,2014,0.48858276145472124,0.7854921793546068,0.411219598995993,2.24101880668296,1.2454929387914284,-0.819824743307679,0.2833544131864679,-0.1541858817284374,-0.24178410015586826,-0.3792273948944936,0.8459696875113616,0.9877398241628905,0.10353619649401276,2.1078203103330613,0.3861537021392478,-0.25441941970215987,1.3034072728278059,1.2415649266665554,0.6927111399472226
France,2015,0.48858276145472124,0.8189624825938463,0.41869798575749995,2.055162742020735,1.0766667381468098,-0.819824743307679,0.42430125362952925,-0.1194684267086198,-0.31310210500217706,-0.3920974624741468,0.8498097563409536,0.9576018880527943,0.0420236707809289,2.144353898645034,0.3861537021392478,-0.35061242824692607,0.9363573247842838,1.038918902228817,0.6927111399472226
France,2016,0.48858276145472124,0.853011837210799,0.4261536584912817,1.8653021852405338,1.1826707227637838,-0.819824743307679,0.4774823172396876,-0.10986985321489735,-0.30904062077519456,-0.34441999661892614,0.8085048893565092,0.9171584733668058,0.0420236707809289,2.1796217544995042,0.3861537021392478,-0.15754626101615554,0.9363573247842838,1.1350891838610362,0.6927111399472226
France,2017,0.48858276145472124,0.8876508030326454,0.43357165933375874,1.7203113148041875,1.1836948142022163,-0.819824743307679,0.5081182853506854,-0.08666666624893757,-0.2301138689677002,-0.23548478397574554,0.8475645908173908,0.871298868711565,0.0420236707809289,2.213652045795917,0.3861537021392478,-0.08443713824768175,1.3034072728278059,1.3604584811301674,0.6927111399472226
France,2018,0.48858276145472124,0.9229437594626816,0.4409664989529742,1.622426984202447,1.226557356430658,-0.7433209563700199,0.5173178806573421,-0.0193760272191551,-0.1759461704934249,-0.16620244768193593,0.8394304219799884,0.8353612781601985,0.0420236707809289,2.2464726717464085,0.3861537021392478,-0.2785309305571988,1.3034072728278059,1.3604584811301674,0.6927111399472226
France,2019,0.48858276145472124,0.9588221799666407,0.4483305746391014,1.573120059856768,1.2920824899038623,-0.7069644727344511,0.5140446370385378,-0.05114096152656222,-0.10050205609857842,-0.05350265895187537,0.757627418176909,0.8043670535053564,0.0420236707809289,2.2781112619317647,0.3861537021392478,0.01365821904339672,0.9363573247842838,1.038918902228817,0.6927111399472226
France,2020,0.48858276145472124,0.9953786167053508,0.45566365168170037,1.4237494759109488,1.0159585532369293,-0.9830292508630525,0.5537025215406812,-0.13991957352450832,-0.11418696812279802,0.026796036243296344,0.7017093336488239,0.7523119508454592,0.0420236707809289,2.3085951753414076,0.3861537021392478,0.13728790990223363,0.9363573247842838,1.038918902228817,0.6927111399472226
