Economy,Year,Access to clean fuels and technologies for cooking  (% of population),People using safely managed drinking water services (% of population),People using safely managed sanitation services (% of population),"Fertility rate, total (births per woman)","Life expectancy at birth, total (years)","Government expenditure on education, total (% of government expenditure)","School enrollment, primary (% gross)","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","Share of youth not in education, employment or training, total (% of youth population)  (modeled ILO estimate)","Unemployment, total (% of total labor force) (modeled ILO estimate)","Wage and salaried workers, total (% of total employment) (modeled ILO estimate)","Hospital beds (per 1,000 people)","Mortality rate, under-5 (per 1,000 live births)",Prevalence of overweight (% of adults),Prevalence of undernourishment (% of population),Gini index,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),Poverty headcount ratio at $8.30 a day (2021 PPP) (% of population),Poverty headcount ratio at national poverty lines (% of population)
Austria,2014,99.99999999999999,96.76076991948031,99.9958535658773,32.55813953488372,82.74092445804058,24.86034338665455,45.154923068035174,55.739361030433145,75.39923259638223,84.99498495486459,80.53631730148646,80.61224489795919,77.91307693207315,68.08656818962555,100.0,59.66850828729284,92.11594534233606,87.0713907044681,86.36363636363637
Austria,2015,99.99999999999999,96.75601072009664,99.9937243159224,36.04651162790698,80.59667355209456,26.54428690820052,45.47771957865547,56.14345245611821,74.37968207564407,84.56703443664327,81.19568752799174,80.02915451895043,79.15410484425931,67.94915836482306,100.0,59.66850828729284,77.05426495999794,80.78945638885382,85.90909090909092
Austria,2016,99.99999999999999,96.75125152071291,99.99159506596752,40.69767441860465,83.82234166493936,27.700394410803042,43.84977565522155,58.448036368228344,74.8328156404166,83.69107321965897,81.7700820977237,78.27988338192421,80.42182356447341,67.74304362761936,100.0,58.01104972375691,77.05426495999794,79.70640159554858,85.22727272727273
Austria,2017,99.99999999999999,96.74649232132924,99.88434810771314,39.53488372093024,83.8394956721869,27.42621292318519,45.478201005218665,58.90579618638719,76.51379499360496,85.37278502173186,82.35622680837224,77.55102040816327,80.42182356447341,67.57128134661627,100.0,64.08839779005527,88.65469208549408,87.0713907044681,85.45454545454547
Austria,2018,99.99999999999999,96.7414356719841,99.65550977045562,33.72093023255813,84.18829381955413,26.2437136196355,46.11777619441929,60.364313675969214,76.63073268773982,87.47241725175527,82.95037523819579,76.0932944606414,81.7174064537351,67.39951906561319,100.0,58.01104972375691,79.67583006949916,80.78945638885382,87.72727272727273
Austria,2019,99.99999999999999,96.73578412271598,99.42902481472723,32.55813953488372,85.63494843076569,26.17040306144891,47.095072117699175,61.128299027655004,74.4893111638955,88.71949180875961,82.9616145034203,74.92711370262391,81.7174064537351,67.22775678461011,100.0,61.325966850828735,79.67583006949916,84.36140913618743,86.36363636363637
Austria,2020,99.99999999999999,96.72983512348634,99.2052294378892,30.232558139534873,80.6145423096441,19.31000102634782,46.57657570914134,59.878141179441826,72.98739265485108,86.57639585422936,82.80324303889299,73.03206997084548,83.04210598894444,67.055994503607,100.0,63.53591160220995,77.05426495999794,81.9229035910366,84.54545454545456
Belgium,2012,99.99999999999999,99.14512881070578,79.57298452483545,72.09302325581396,74.84436312174341,33.524918258727624,46.47908683009493,29.713347644904673,69.60350813082405,78.74958207957205,86.00047341147462,58.01749271137027,72.0720003221209,46.0666437650292,100.0,76.24309392265195,92.11594534233606,90.12095576289458,84.31818181818183
Belgium,2013,99.99999999999999,99.1040807160216,81.08463992702275,67.44186046511628,76.29101773295497,34.51021216075539,50.500683625719745,31.60121227427706,68.3793166453499,75.79739217652958,84.75121205257932,56.997084548104965,73.19482757604753,46.0666437650292,100.0,75.13812154696134,95.87854184539307,90.12095576289458,84.31818181818183
Belgium,2014,99.99999999999999,99.0630326213373,82.60649331583612,65.11627906976744,81.29426984682902,34.703752034367994,50.29318877698395,32.22629119838362,70.69979901333821,75.46974256101639,85.54494258608682,55.68513119533529,73.19482757604753,46.10099622122979,100.0,72.9281767955801,95.87854184539307,93.60756789405777,84.31818181818183
Belgium,2015,99.99999999999999,99.021984526653,84.13865675706265,60.46511627906976,79.18504170568008,35.96542674075921,48.22040670916056,31.790630130066944,70.1991595103234,75.60682046138416,84.5814310309301,55.3935860058309,74.33945865804691,46.0666437650292,100.0,75.13812154696134,95.87854184539307,95.55778613516378,84.31818181818183
Belgium,2016,99.99999999999999,98.9809364319687,85.68101818491526,58.13953488372092,82.3749723034257,37.020365673064234,47.76810645304164,31.866397272382898,78.58943906449845,77.78669341357406,85.17455770936962,54.22740524781341,74.33945865804691,46.032291308828576,100.0,75.69060773480663,95.87854184539307,93.60756789405777,84.31818181818183
